question,contexts,answer,ground_truth,faithfulness,answer_relevancy,answer_correctness
In what year did the American baseball player Mark McGwire win the Man of the Year Award?,"[' The award was created by the Major League Baseball Players\' Association (MLBPA) and was presented to the inaugural winnerÃ¢â‚¬â€Mark McGwireÃ¢â‚¬â€in 1997 as the ""Man of the Year Award"".Mark David McGwire (born October 1, 1963), nicknamed Big Mac, is an American former professional baseball player and currently a bench coach in Major League Baseball (MLB).']",1997,1997,1,0.847352834,1
"Which filmmaker was born first, RenÃƒÂ© Clair or Emilio FernÃƒÂ¡ndez?","['RenÃƒÂ© Clair (11 November 1898 Ã¢â‚¬â€œ 15 March 1981) born RenÃƒÂ©-Lucien Chomette, was a French filmmaker and writer.Emilio ""El Indio"" FernÃƒÂ¡ndez (born Emilio FernÃƒÂ¡ndez Romo, ] ; March 26, 1904 Ã¢â‚¬â€œ August 6, 1986) was a Mexican film director, actor and screenwriter.']"," RenÃƒÂ© Clair was born first (November 11, 1898), followed by Emilio FernÃƒÂ¡ndez (March 26, 1904).",RenÃƒÂ© Clair,0.5,0.785488428,0.65841886
Aladdin's Problem is a 1983 novella by a highly decorated German soldier who became famous for what World War I memoir?,"['Aladdin\'s Problem (German: Aladins Problem ) is a 1983 novella by the German writer Ernst JÃƒÂ¼nger.Ernst JÃƒÂ¼nger (29 March 1895 Ã¢â‚¬â€œ 17 February 1998) was a highly decorated German soldier, author, and entomologist who became famous for his World War I memoir ""Storm of Steel"".']"," Aladdin's Problem is a 1983 novella by Ernst JÃƒÂ¼nger, who became famous for his World War I memoir ""Storm of Steel"".",Storm of Steel,1,0.619801016,
The present observation of Greenery is a holiday that stems from the celebration of a birthday of an emperor whose name means what in English ?,"['The present observation of Greenery Day (Ã£\x81Â¿Ã£\x81Â©Ã£â€šÅ Ã£\x81Â®Ã¦â€”Â¥ , Midori no Hi ) as a national holiday in Japan stems from the celebration of the Emperor ShÃ…\x8dwa\'s birthday on April 29 every year during the ShÃ…\x8dwa era. The name Hirohito means ""abundant benevolence"".']"," The present observation of Greenery Day stems from the celebration of the birthday of Emperor Hirohito, whose name in English means ""abundant benevolence"".",abundant benevolence,0.5,0.651164906,0.594861081
What company services Croydon and operated the Thameslink Great Northern franchise?,"[' It is today served well by its extensive rail network centering on East and West Croydon stations, from where London Overground, First Capital Connect and Southern operate to most parts of Greater London, Surrey, Sussex, Hampshire and the East of England.First Capital Connect (FCC) was a British train operating company, owned by FirstGroup, that operated the Thameslink Great Northern franchise from April 2006 to September 2014.']"," I don't have information about a specific company that services Croydon or operates the Thameslink Great Northern franchise. For accurate information, you may want to check the official websites of Transport for London (TfL) or National Rail Enquiries.",First Capital Connect,0.2,0,0.214791897
What episode was directed by Jim Reardon and also inspired the sixteenth episode of another animated series?,"['""Three Hundred Big Boys"" is the sixteenth episode in the fourth season of the American animated television series ""Futurama"". The episode was inspired by ""22 Short Films About Springfield"", an episode of ""The Simpsons"".""22 Short Films About Springfield"" is the twenty-first episode of ""The Simpsons""<nowiki>\'</nowiki> seventh season. The episode was directed by Jim Reardon.']"," The episode ""22 Short Films About Springfield"" (The Simpsons S07E21) was directed by Jim Reardon and inspired the sixteenth episode in the fourth season of Futurama, ""Three Hundred Big Boys"".",22 Short Films About Springfield,1,0.541947279,0.896265936
What kind of music did Old School Flava and Grandmaster Flash and the Furious five create?,"[""Old School Flava is the second album by the old school rap group, Treacherous Three. Composed of one DJ (Grandmaster Flash) and five rappers (Melle Mel, The Kidd Creole, Keith Cowboy, Mr. Ness/Scorpio, and Rahiem), the group's use of turntablism, break-beat deejaying, and conscious lyricism were significant in the early development of hip hop music.""]", Old School Flava and Grandmaster Flash and the Furious Five created old school hip hop music.,rap,1,0.589527361,0.718284197
"Formerly titled the Collegiate Church of St Peter at Westminster, of which church was John Fecknam the last abbot?","['John Feckenham (c. 1515 Ã¢â‚¬â€œ October, 1584), also known as John Howman of Feckingham and later John de Feckenham or John Fecknam, was an English churchman, the last abbot of Westminster.Westminster Abbey, formally titled the Collegiate Church of St Peter at Westminster, is a large, mainly Gothic abbey church in the City of Westminster, London, just to the west of the Palace of Westminster.']", John Fecknam was the last abbot of Westminster Abbey.,Westminster Abbey,0.5,0.56264362,0.723046803
"Mike Bellamy, a former American football player, enrolled in which college, formerly known as East Mississippi Junior College (EMJC)? ","[' He played the Clemson Tigers football team in 2011, but was ruled academically ineligible for the 2012 fall semester.East Mississippi Community College (EMCC), formerly known as East Mississippi Junior College (EMJC), is a community college in Mississippi.']"," Mike Bellamy attended East Mississippi Community College (EMCC), formerly known as East Mississippi Junior College (EMJC).",East Mississippi Community College,0.5,0.745498484,0.665933291
In what month did the both the Battle of Kulcullen occur and the Irish Rebellion start?,"['The outbreak of the rebellion on the night of 23/24 May 1798 led to failed assaults on Ballymore-Eustace, Naas, and Prosperous.The Irish Rebellion of 1798 (Irish: ""Ãƒâ€°irÃƒ\xad Amach 1798"" ), also known as the United Irishmen Rebellion (Irish: ""Ãƒâ€°irÃƒ\xad Amach na nÃƒâ€°ireannach Aontaithe"" ), was an uprising against British rule in Ireland lasting from May to September 1798.']"," The Irish Rebellion started in May 1798, and the Battle of Vinegar Hill (also known as the Battle of Kildorrery or Kulcullen) occurred on June 21, 1798.",May,0.5,0.736577204,0.638366641
To The Point is hosted by which former Australian politician?,[' The program is hosted by Kristina Keneally and Peter van Onselen.Kristina Kerscher Keneally (born 19 December 1968) is a journalist and former Australian politician who served as the 42nd Premier of New South Wales.']," Maurice Lionel Newman AC, not Greg Hunt or Malcolm Turnbull.",Kristina Kerscher Keneally,0,0.371826949,0.396691615
What type of music does Big Data and Underworld have in common?,"['Big Data is an American electronic music project created by producer, Alan Wilkis.Underworld are a British electronic group formed in 1980 in Cardiff and the principal name under which musicians Karl Hyde and Rick Smith have recorded together.']", Big Data and Underworld both produce electronic music.,electronic,1,0.765970101,0.596310294
When was the settlement Joseph Smith was en route to when he died first built?,"[' Smith died June 1765 en route to York Factory from the Saskatchewan country. York Factory was one of the first fur-trading posts established by the HBC, built in 1684 and used in that business for more than 270 years.']"," The settlement Fort Orange (present-day Albany, New York) was first built in 1624.",1684,0.5,0.443404899,0.514191502
Are Yanzhou District and Shangqiu both located in China?,"[""Yanzhou (postal: Yenchow; ) is a district and former county-level city under the administration of Jining, in the southwest of Shandong province, People's Republic of China.Shangqiu (), formerly romanized as Shangkiu, is a city in eastern Henan province, Central China.""]"," Yes, both Yanzhou District and Shangqiu are located in China.",yes,1,0.987510391,0.766978137
"Who won first place in the 2003 World Series of Poker, leaving Jason Lester in 4th place?","['Jason Lester (born in Montreal, Quebec) is a professional poker player who has also lived in New York City and Los Angeles. He is also an exceptional backgammon player and has won many tournaments in the past, but now he focuses on poker. He finished in 4th place at the 2003 World Series of Poker (WSOP), the year Chris Moneymaker won the event.Christopher Bryan Moneymaker (born November 21, 1975, in Atlanta, Georgia) is an American poker player who won the Main Event at the 2003 World Series of Poker (WSOP).']"," Chris Moneymaker won first place at the 2003 World Series of Poker, leaving Jason Lester in 4th place.",Chris Moneymaker,1,0.877614101,0.886931575
"Which movie, starring Tobin Bell, had a video game released one week prior to its premier?","[' It was released in 2010 to coincide with the release of the seventh film, ""Saw 3D"", a week later.Saw 3D (also known as Saw: The Final Chapter, or simply Saw VII) is a 2010 American 3D horror film directed by Kevin Greutert, written by Patrick Melton and Marcus Dunstan, and starring Tobin Bell, Costas Mandylor, Betsy Russell, Sean Patrick Flanery and Cary Elwes.']"," The movie ""Saw"" (2004), starring Tobin Bell, had a video game released one week prior to its premiere.",Saw 3D,0.5,0.694841059,0.475261935
What is the nickname of Sara Carbonero's husband Iker Casillas?,"['Sara Carbonero ArÃƒÂ©valo (born 3 February 1984) is a Spanish sports journalist. Since early 2000, she was the TV presenter for Telecinco, until she moved to Oporto, in Portugal, when her husband Iker Casillas joined Futebol Clube do Porto, in July 2015. Nicknamed """"San Iker"""" (""Saint Iker"") for his ability to produce spectacular saves, he is an athletic goalkeeper, known for his quick reactions and outstanding shot-stopping ability.']"," Iker Casillas is nicknamed ""San Iker.""",San Iker,1,0.695279869,0.934005827
The AXIS is an auditorium located at a hotel and casino owned by what corporation?,"['The AXIS (known as The AXIS powered by Monster for sponsorship purposes, also referred to as the AXIS Theater) is a mid-sized auditorium located at Planet Hollywood Las Vegas on the Las Vegas Strip. It is owned and operated by Caesars Entertainment Corporation.']", The AXIS is an auditorium located at a hotel and casino owned by Caesars Entertainment Corporation.,Caesars Entertainment Corporation,1,0.732886675,0.877256818
"Who would be older if they were still alive today, Donald Cammell or Peter Bogdanovich?","['Donald Seaton Cammell (17 January 1934 Ã¢â‚¬â€œ 24 April 1996) was a Scottish film director who has a cult reputation thanks to his debut film ""Performance"", which he co-directed with Nicolas Roeg.Peter Bogdanovich (Serbian: ÃÅ¸ÃÂµÃ‘â€šÃÂ°Ã‘â‚¬ Ãâ€˜ÃÂ¾ÃÂ³ÃÂ´ÃÂ°ÃÂ½ÃÂ¾ÃÂ²ÃÂ¸Ã‘â€º, ""Petar BogdanoviÃ„â€¡"", born July 30, 1939) is an American director, writer, actor, producer, critic and film historian.']", Peter Bogdanovich would be older if he were still alive today.,"Donald Seaton Cammell (17 January 1934 Ã¢â‚¬â€œ 24 April 1996) was a Scottish film director who has a cult reputation thanks to his debut film ""Performance"", which he co-directed with Nicolas Roeg.",1,0.827484842,0.561886906
"Both Tunxi District and Aral, Xinjiang, are situated in which country?","[""Tunxi District () forms the central district of Huangshan City, Anhui Province, eastern People's Republic of China.Aral, Ala'er or Alar (; ) is a sub-prefecture-level city surrounded by Aksu Prefecture in Xinjiang Uyghur Autonomous Region, in China.""]"," Both Tunxi District and Aral, Xinjiang, are situated in China.",China,1,0.849238825,0.840172915
What post apocalyptic action film based on a novel by Francis Lawrence was directoed by Neal H. Moritz?,"[' He is the founder of Original Film and most known for ""I Know What You Did Last Summer"", ""I Am Legend"" and ""The Fast and the Furious"" franchise, and the television shows ""Prison Break"" and ""The Big C"".I Am Legend is a 2007 American post-apocalyptic action horror film based on the novel of the same name, directed by Francis Lawrence and starring Will Smith, who plays US Army virologist Robert Neville.']"," I'm sorry for any confusion, but there seems to be a misunderstanding. Neil H. Moritz is not known to have directed a post-apocalyptic action film based on a novel by Francis Lawrence. Perhaps you meant another director or work.",I Am Legend,,0,0.174739669
What was the estimated population in 2017 of the city where the 2016 Rally Australia was held?,"[' The race was held over four days between 17 November and 20 November 2016, and was based in Coffs Harbour, New South Wales, Australia. It is one of the largest urban centres in the North Coast region, with an estimated population of 70,000 as of June 2017.']"," The estimated population in 2017 of Coffs Harbour, where the 2016 Rally Australia was held, was approximately 70,000.",70000,0.5,0.514837435,0.456368471
"Which breed of dog is decended from bloodhounds, Greater Swiss Mountain Dog or Hanover Hound?","['The Greater Swiss Mountain Dog (German: ""Grosser Schweizer Sennenhund"" or French: ""Grand Bouvier Suisse"" ) is a dog breed which was developed in the Swiss Alps. Greater Swiss Mountain Dogs are almost certainly the result of indigenous dogs mating with large mastiff types brought to Switzerland by foreign settlers.The Hanover Hound is a breed of dog sometimes referred to as a Hanoverian Hound. It is a hunting and tracking dog descended from bloodhounds of medieval times.']", The Hanover Hound is descended from bloodhounds.,Hanover Hound,1,0.651922083,0.688673932
ToryBoy The Movie and Divine Trash are both what genre of film?,['Divine Trash is a 1998 documentary film directed by Steve Yeager about the life and work of John Waters.ToryBoy The Movie is a British documentary feature film directed by and starring John Walsh.'], Both ToryBoy The Movie and Divine Trash belong to the Documentary genre.,documentary,1,0.937368156,0.874031187
Which Russian linguist was a member of the Kazan School?,"['Kazan School was an influential group of linguists in Kazan. The linguistic circle included the Polish linguist Jan Baudouin de Courtenay and his student Nikolai Trubetzkoy.Prince Nikolai Sergeyevich Trubetzkoy (also Troubetskoy; Russian: Ã\x9dÃÂ¸ÃÂºÃÂ¾ÃÂ»ÃÂ°ÃŒ\x81ÃÂ¹ ÃÂ¡ÃÂµÃ‘â‚¬ÃÂ³ÃÂµÃŒ\x81ÃÂµÃÂ²ÃÂ¸Ã‘â€¡ ÃÂ¢Ã‘â‚¬Ã‘Æ’ÃÂ±ÃÂµÃ‘â€ ÃÂºÃÂ¾ÃŒ\x81ÃÂ¹; Moscow, April 16, 1890 Ã¢â‚¬â€œ Vienna, June 25, 1938) was a Russian linguist and historian whose teachings formed a nucleus of the Prague School of structural linguistics.']", Nikolai Trubetzkoy was a member of the Kazan School.,Nikolai Trubetzkoy,1,0.833499846,0.781819329
What province is the Pashto cinema located in?,"['Pashto cinema (Urdu: Ã¢â‚¬Å½ , Pashto: Ã˜Â¯ Ã™Â¾ÃšÅ¡Ã˜ÂªÃ™Ë† Ã˜Â³Ã™Å Ã™â€ Ã™â€¦Ã˜Â§Ã¢â‚¬Å½ ), also known by its sobriquet Pollywood (Pashto: Ã™Â¾Ã˜Â§Ã™â€žÃ›\x90Ã™Ë†Ãšâ€°Ã¢â‚¬Å½ ), refers to the Pashto language film industry of Pakistani cinema based in Peshawar, Khyber Pakhtunkhwa, Pakistan.Peshawar (Pashto: Ã™Â¾Ã›\x90ÃšÅ¡Ã™Ë†Ã˜Â±Ã¢â‚¬Å½ ;    ; Urdu: Ã¢â‚¬Å½ ;    ; Hindko: Ã™Â¾Ã˜Â´Ã™Ë†Ã˜Â± ) is the capital of the Pakistani province of Khyber Pakhtunkhwa.']"," The Pashto cinema is located in Khyber Pakhtunkhwa, Pakistan.",Khyber Pakhtunkhwa,1,0.921238642,0.517705961
"Who is this American actress who is best known for her role in the AMC television horror drama ""The Walking Dead""and who wrote a play in 2015 about the Liberian women?","['Eclipsed is a 2015 play written by Danai Gurira. It takes place in 2003 and tells the story of five Liberian women and their tale of survival near the end of the Second Liberian Civil War.Danai Jekesai Gurira (born February 14, 1978) is an American actress and playwright of Zimbabwean ancestry, best known for her role as Michonne on ""The Walking Dead"", an AMC television horror drama series, and as the writer of the Tony Award-winning play ""Eclipsed"".']"," Danai Gurira is the American actress who wrote a play in 2015 about the Liberian women and also played a role in ""The Walking Dead"".",Danai Gurira,1,0.610514992,0.762408337
"Close At Hand is the second EP by James McCartney, son of Paul and Linda McCartney, a British musician and songwriter living in London, born on which date?","['Close At Hand is the second EP by James McCartney, son of Paul and Linda McCartney.James Louis McCartney (born 12 September 1977) is a British musician and songwriter living in London.']"," September 12, 1977",28380,1,0.522198436,0.609406903
Campari Knoepffler competed in 3 events at the Olympics in which city?,"[' He competed in three events at the 1976 Summer Olympics.The 1976 Summer Olympics, officially called the Games of the XXI Olympiad (French: Les ""XXIes olympiques d\'ÃƒÂ©tÃƒÂ©""), was an international multi-sport event in Montreal, Quebec, in 1976, and the first Olympic Games held in Canada.']", Campari Knoepffler did not compete in any Olympic event as there is no athlete named Campari Knoepffler in the provided context.,Montreal,1,0,
Which American privately held corporation specializing in mathematical computing software supports a Professor of Mathematics at Massachusetts Institute of Technology?,"[' Strang is the MathWorks Professor of Mathematics at the Massachusetts Institute of Technology.The MathWorks, Inc. (branded as simply MathWorks) is an American privately held corporation that specializes in mathematical computing software.']"," I don't have real-time data or information about private corporations. However, based on the provided context, none of the given companies are private and they do not specialize in mathematical computing software. For supporting a professor at MIT, one might consider IBM, Google, Microsoft, or other tech giants with ties to academia.",MathWorks,0.333333333,0,0.402502091
Do the genuses Argyreia and Lavandula belong to the same family?,"['Argyreia is a genus of plants in the Convolvulaceae family.Lavandula (common name lavender) is a genus of 47 known species of flowering plants in the mint family, Lamiaceae.']"," No, Argyreia belongs to the family Menispermaceae while Lavandula belongs to the family Lamiaceae. They are not in the same family.",no,0.666666667,0.86849268,0.398628436
"An American professional basketball player for the New York Knicks, who was born in 1983,  attended a college preparatory, non-denominational, co-educational day school in what North Carolina city?","['Mount Zion Christian Academy (MZCA) is a college preparatory, non-denominational, co-educational day school (grades K-12) and boarding school (grades 9-12) located in Durham, North Carolina. The NBA players Tracy McGrady, Brandon Rush, Chris Garnett, Rodney White, Marquis Daniels, Jarrett Jack and Steven Hunter all attended Mount Zion Christian Academy.Jarrett Matthew Jack (born October 28, 1983) is an American professional basketball player for the New York Knicks of the National Basketball Association (NBA).']"," Jarrett Jack attended Mount Zion Christian Academy in Durham, North Carolina.",Durham,1,0.43740189,0.846028923
Do both Gerard Way and Ben Kweller write comic books?,"['Benjamin Lev ""Ben"" Kweller (born June 16, 1981) is an American singer, songwriter and multi-instrumentalist.Gerard Arthur Way (born April 9, 1977) is an American singer, songwriter, musician, and comic book writer who was the lead vocalist and co-founder of the rock band My Chemical Romance from its formation in September 2001 until its split in March 2013.']"," No, only Gerard Way writes comic books. Ben Kweller is primarily a singer, songwriter, and multi-instrumentalist.",no,0.8,0.678056813,0.25346595
What music composer worked with Ben Vaughn on an American sitcom that aired from 1996 to 2001 on NBC?,"[""Jeff Sudakin is a music composer and producer, working mainly in television and film. His notable credits include the US TV series Robot and Monster, That '70s Show (three seasons, with Ben Vaughn) and 3rd Rock from the Sun (seasons 3 through 6, also with Ben Vaughn).3rd Rock from the Sun (sometimes referred to as simply 3rd Rock) is an American sitcom that aired from 1996 to 2001 on NBC.""]"," Jeff Sudakin worked with Ben Vaughn on the American sitcom ""3rd Rock from the Sun"" (1996-2001) on NBC.",Jeff Sudakin,1,0.666708225,0.745166355
Which NFL football team that plays its home games in New York did Nevil McCaskill play for?,"[' He was signed by the Buffalo Bills as an undrafted free agent in 2007. The Bills are the only NFL team that plays its home games in the state of New York (the New York Giants and New York Jets play at MetLife Stadium, located in East Rutherford, New Jersey).']", Nevil McCaskill played for the Buffalo Bills.,Buffalo Bills,0,0.594810798,0.637028064
"Jean Epstein and Tim Whelan, are French?","['Jean Epstein (] ; March 25, 1897 Ã¢â‚¬â€œ April 2, 1953) was a French filmmaker, film theorist, literary critic, and novelist.Tim Whelan (November 2, 1893 Ã¢â‚¬â€œ August 12, 1957) was an American film director, writer, producer and actor best remembered for ""The Thief of Bagdad"" (1940).']"," No, Jean Epstein was not French. He is Belgian, while Tim Whelan's nationality is unknown with the provided context.",no,0.75,0,0.445110465
Kevin Clark is a former commissioner of a police department that services a city in which US state ?,"['Kevin Clark is a former commissioner of the Baltimore Police Department, who held the position from early 2003 until November 2004.The Baltimore Police Department (BPD) provides police services to the City of Baltimore, Maryland.']"," Kevin Clark was a former commissioner of the Baltimore Police Department, which serves the City of Baltimore, Maryland.",Maryland,1,0.609603732,0.832994283
What was the population at the 2010 census of the town where John Rais was born?,"[' Rais was born and raised in Burlington, Massachusetts, the youngest of seven children. The population was 24,498 at the 2010 census.']"," The town where John Rais was born, Young, New South Wales, had a population of 6,960 at the 2011 census.",24498,0,0.73455674,0.522215126
"What actor from ""How I Met Your Mother"" performed with Timothy Nolen?","[' He then performed the role of Judge Turpin in a concert version of ""Sweeney Todd"" broadcast on PBS\'s ""Great Performances"" in 2000 with the New York Philharmonic, George Hearn, Patti LuPone, and Neil Patrick Harris. On television, he is known for playing the title character on ""Doogie Howser, M.D."" (1989Ã¢â‚¬â€œ1993), Barney Stinson on ""How I Met Your Mother"" (2005Ã¢â‚¬â€œ2014, for which he was nominated for four Emmy Awards), and Count Olaf on ""A Series of Unfortunate Events"" (2017 onward).']", Neil Patrick Harris performed with Timothy Nolen.,Neil Patrick Harris,0,0.787396374,0.680008416
Which president of Indonesia created a series of extrajudicial government executions between 1983 and 1985?,"[""The Petrus killings were a series of extrajudicial executions in Indonesia that occurred between 1983 and 1985 under President Suharto's New Order regime.General of the Army Hajji Suharto (also spelled Soeharto;    , or Muhammad Soeharto; Javanese : ÃªÂ¦Â©ÃªÂ¦Â¸ÃªÂ¦Â²ÃªÂ¦Â©ÃªÂ§â‚¬ÃªÂ¦Â©ÃªÂ¦Â¢ÃªÂ§â‚¬ÃªÂ¦Â¯ÃªÂ¦Â¸ÃªÂ¦Â²ÃªÂ¦â€šÃªÂ¦\xa0 ; 8 June 1921 Ã¢â‚¬â€œ 27 January 2008) was the second President of Indonesia, holding the office for 31 years from the ousting of Sukarno in 1967 until his resignation in 1998.""]"," President Suharto, under his New Order regime, was responsible for the Petrus killings between 1983 and 1985.",Suharto,1,0.385221604,0.612959312
Mercy Drive has created entrance themes for the actor and wrestler who is currently signed to what company?,"['Mercy Drive is an American hard rock band based in Central Florida best known for creating entrance themes for World Wrestling Entertainment (WWE) wrestlers, most notably Maven Huffman (""Tattoo"") and Randy Orton (""Burn In My Light"").Randal Keith Orton (born April 1, 1980) is an American professional wrestler and actor. He is currently signed to WWE, where he performs on the SmackDown brand.']"," Mercy Drive has created entrance themes for the WWE wrestler Randy Orton, who is currently signed to World Wrestling Entertainment (WWE).",WWE,1,0.730940819,0.695365004
Olathe North High School is in the school district in what area?,[' The school is one of five public high schools in the Olathe School District.The Olathe Unified School District (Kansas Unified School District 233) is one of the major school districts in the Kansas City Metropolitan Area and is one of the larger school districts in the state of Kansas.']," Olathe North High School is in the Olathe Unified School District, which is located in the Kansas City Metropolitan Area.",Kansas City Metropolitan Area,1,0.971813075,0.703881796
What nationality is Lord William Bentinck?,"['The Treaty of Bastia was an agreement signed in 1814 (near the end of the Napoleonic Wars) between Corsican nationalists and Lord William Bentinck, commander of British forces in Italy.Lieutenant-General Lord William Henry Cavendish-Bentinck (14 September 1774 Ã¢â‚¬â€œ 17 June 1839), known as Lord William Bentinck, was a British soldier and statesman.']", Lord William Bentinck was British.,British,1,0.993265047,0.865652656
Were Michael Jackson and Joe Strummer the same nationality?,"['Michael Joseph Jackson (August 29, 1958 Ã¢â‚¬â€œ June 25, 2009) was an American singer, songwriter, and dancer.John Graham Mellor (21 August 1952 Ã¢â‚¬â€œ 22 December 2002), known by his stage name Joe Strummer, was an English musician, singer, actor and songwriter who was the co-founder, lyricist, rhythm guitarist and lead vocalist of the Clash, a punk rock band formed in 1976 as part of the original wave of British punk.']"," No, Michael Jackson and Joe Strummer were not the same nationality. Michael Jackson was American, while Joe Strummer was British.",no,1,1,0.778742554
"Akeo Watanabe was a Japanese symphonic conductor, known for his recordings of the works of what Finnish composer and violinist of the late Romantic and early-modern periods?","['Akeo Watanabe (Ã¦Â¸Â¡Ã©â€šâ€° Ã¦Å¡\x81Ã©â€ºâ€ž , Watanabe Akeo , 1919Ã¢â‚¬â€œ1990) was a Japanese symphonic conductor, known for his recordings of the works of Jean Sibelius.Jean Sibelius ( ;    ), born Johan Julius Christian Sibelius (8 December 186520 September 1957), was a Finnish composer and violinist of the late Romantic and early-modern periods.']", Akeo Watanabe was known for his recordings of the works of Jean Sibelius.,Jean Sibelius,1,0.259104977,0.881701004
"Which was founded first, the University of Iowa or the University of Texas at Austin?","['The University of Iowa (also known as the UI, U of I, UIowa, or simply Iowa) is a flagship public research university in Iowa City, Iowa. Founded in 1847, it is the oldest university in the state. University of Iowa is organized into eleven colleges offering more than 200 areas of study and seven professional degrees. Founded in 1881 as ""The University of Texas,"" its campus is located in Austin, Texas, approximately 1 mile (1.6 km) from the Texas State Capitol.']"," The University of Iowa was founded first, in 1847. The University of Texas at Austin was founded later, in 1881.",University of Iowa,1,0.653003037,0.571556341
How many songs were written by the man who shares attribution for one of his songs with a poem by Emily Huntington Miller?,"['Benjamin Russell Hanby (July 22, 1833 Ã¢â‚¬â€œ March 16, 1867), also given as Benjamin Russel Hanby, was an American composer, educator, and pastor who wrote approximately 80 songs.""Jolly Old Saint Nicholas"" is a Christmas song that originated with a poem by Emily Huntington Miller (1833-1913), published as ""Lilly\'s Secret"" in ""The Little Corporal Magazine"" in December 1865. The song\'s lyrics have also been attributed to Benjamin Hanby, who wrote a similar song in the 1860s, Up on the Housetop.']", I don't have information about the number of songs written by the person you mentioned in relation to Emily Huntington Miller's poem.,80,0.5,0,0.403801379
"Which voice star from the 2014 film ""Jungle Shuffle"" is also a ""Saturday Night Live"" veteran?","[' It stars the voices of Drake Bell, Rob Schneider, Alicia Silverstone, and Tom Arnold. A stand-up comic and veteran of the NBC sketch comedy series ""Saturday Night Live"", he went on to a successful career in feature films, including starring roles in the comedy films """", ""The Hot Chick"", ""The Benchwarmers"", and ""Grown Ups"".']"," Rob Schneider is the ""Saturday Night Live"" veteran who stars in the 2014 film ""Jungle Shuffle"".",Rob Schneider,0.5,0.788140199,0.549942902
" Visy Industries was established in Melbourne, Australia in 1948 and has since grown to become one of the worldÃ¢â‚¬â„¢s largest privately owned paper, packaging and recycling companies, Visy was owned by Richard Pratt until his death, on which date, was a prominent Australian businessman, chairman of the privately owned company Visy Industries, and a leading figure of Melbourne society?","[' Visy was owned by Richard Pratt until his death on 28 April 2009.Richard J. Pratt (born Ryszard Przecicki; 10 December 193428 April 2009) was a prominent Australian businessman, chairman of the privately owned company Visy Industries, and a leading figure of Melbourne society.']"," Richard Pratt was the chairman of Visy Industries, a prominent Australian businessman, at the time of his death.",39931,1,0.704195759,0.554729715
Bernard Blancan shared the Best Actor award at Cannes in 2006 for what Rachid Bouchareb film?,"[' He shared the award for Best Actor for his role in ""Days of Glory"" at the 2006 Cannes Film Festival.Days of Glory (French: ""IndigÃƒÂ¨nes - ""Natives"""" ; Arabic: Ã˜Â¨Ã™â€žÃ˜Â¯Ã™Å Ã™Ë†Ã™â€ Ã¢â‚¬Å½ Ã¢â‚¬Å½ ) is a 2006 French film directed by Rachid Bouchareb.']"," Bernard Blancan shared the Best Actor award at the 2006 Cannes Film Festival for ""Days of Glory,"" directed by Rachid Bouchareb.",Days of Glory,0.5,0.695501099,0.48681589
What Real World alumna stars in Already Tomorrow in Hong Kong?,"['Already Tomorrow in Hong Kong is a 2015 romance-drama film written and directed by Emily Ting and starring Jamie Chung and Bryan Greenberg.Jamie Jilynn Chung (born April 10, 1983) is an American actress, blogger, and former reality television personality. She is regarded by many as the ""Real World"" alumna with the most successful media career.']", Jamie Chung stars in Already Tomorrow in Hong Kong.,Jamie Chung,1,0.685504462,0.913193343
"Panda! Go, Panda! was created by one of the co-founders of what film and animation studio?","[' It was created by the team of Isao Takahata (director), Hayao Miyazaki (writer, layout, scene design), Yoichi Kotabe (animation director) and Yasuo Otsuka (animation director, character design). A co-founder of Studio Ghibli, a film and animation studio, he has attained international acclaim as a masterful storyteller and as a maker of anime feature films, and is widely regarded as one of the greatest animation directors.']"," Panda! Go, Panda! was created by Walt Disney Studios.",Studio Ghibli,0,0.817558544,0.648543272
Peter Filkins held a residency at the artists' community in what New York town?,"["" In 2012 he was writer-in-residence at the James Merrill House, and he has held residencies at The MacDowell Colony, Yaddo, and the Millay Colony for the Arts.Yaddo is an artists' community located on a 400 acre estate in Saratoga Springs, New York.""]"," Peter Filkins held a residency at the artists' community in Saratoga Springs, New York.",Saratoga Springs,1,0.724279881,0.709305396
Werner Gunter JaffÃƒÂ© Fellner was born in which metropolis and the largest city in the German state of Hesse and the fifth-largest city in Germany?,"[' JaffÃƒÂ© was born in Frankfurt.Frankfurt, officially Frankfurt am Main (Literally ""Frankfurt on the Main"", ] ), is a metropolis and the largest city in the German state of Hesse and the fifth-largest city in Germany, with a 2015 population of 732,688 within its administrative boundaries, and 2.3 million in its urban area.']", Werner Gunter JaffÃƒÂ© Fellner was born in Frankfurt am Main.,Frankfurt,1,0.834817566,0.893460492
"GinÃƒÂ©s GonzÃƒÂ¡lez GarcÃƒÂ­a served under the President of Argentina who was also Governor of Santa Cruz, what years was he President?",['GinÃƒÂ©s GonzÃƒÂ¡lez GarcÃƒ\xada (born 1945) is a medical doctor and was the Minister of Health and Environment of Argentina during the administrations of Presidents Eduardo Duhalde and NÃƒÂ©stor Kirchner.NÃƒÂ©stor Carlos Kirchner (] ; 25 February 195027 October 2010) was an Argentine politician who served as President of Argentina from 2003 to 2007 and as Governor of Santa Cruz from 1991 to 2003.'], NÃƒÂ©stor Kirchner was President of Argentina from 2003 to 2007.,2003 to 2007,1,0.707685938,0.570361597
