question,contexts,answer,ground_truth,faithfulness,answer_relevancy,answer_correctness
What is the nationality of the man who Andry Thysse challenged for the World Boxing Council International super middleweight title,"['Andre Thysse ( (1968--) 07 1968 (age (2017)-(1968)-((11)<(02)or(11)==(02)and(30)<(07)) ) ) born in Germiston, is a South African professional super middle/light heavyweight boxer of the 1990s and 2000s who won the Gauteng super middleweight Title, South African super middleweight title, and Commonwealth super middleweight title, and was a challenger for the International Boxing Organization (IBO) super middleweight title against Brian Magee, World Boxing Council (WBC) super middleweight title against Markus Beyer, World Boxing Council (WBC) International super middleweight title against Mikkel Kessler, WBC International super middleweight title against JÃ¼rgen BrÃ¤hmer, World Boxing Council (WBC) Continental Americas super middleweight title against Lucian Bute, World Boxing Council (WBC) International light heavyweight title against Adrian Diaconu, and International Boxing Federation (IBF) Australasian super middleweight title against Sakio Bika, his professional fighting weight varied from 163+3/4 lb , i.e. super middleweight to 175 lb , i.e. light heavyweight.Mikkel Kessler (born 1 March 1979) is a Danish professional boxer.']", Mikkel Kessler (Denmark) was the man Andre Thysse challenged for the World Boxing Council International super middleweight title.,Danish,1.0,0.7982098572915516,0.5720250064970941
What southern part of the Kingdom of Slavonia straddled the borderland of the Habsburg Monarchy?,"['The Kingdom of Slavonia (Croatian: ""Kraljevina Slavonija"" ; German: ""KÃ¶nigreich Slawonien"" ; Latin: ""Regnum Sclavoniae"" ; Hungarian: ""SzlavÃ³n KirÃ¡lysÃ¡g"" ) was a province of the Habsburg Monarchy and the Austrian Empire that existed from 1699 to 1868. The southern parts of these regions were part of the Slavonian Military Frontier, which was a section of the Military Frontier.The Military Frontier was a province straddling the southern borderland of the Habsburg Monarchy and later the Austrian and Austro-Hungarian Empire.']"," I'm sorry for any confusion, but the provided context does not contain information about a southern part of the Kingdom of Slavonia straddling the borderland of the Habsburg Monarchy.",The Military Frontier,1.0,0.9875921415277147,0.4261021365771606
How many times has Maciej SulÄ™cki's adviser won Boxing Writers of America Manager of the Year Award?,"[' Sulecki is signed with American adviser Al Haymon. He is the adviser to Floyd Mayweather, Jr. and has twice won the Boxing Writers of America Manager of the Year Award.']"," Twice, according to the provided context.",twice,1.0,0.8809159490354855,0.9244588373546297
"Which band has more members, The Postal Service or Missio?","['The Postal Service were an American indie rock band from Seattle, Washington, consisted of vocalist Ben Gibbard (of Death Cab for Cutie), producer Jimmy Tamborello (of Dntel and Headset), with Jenny Lewis (of Rilo Kiley) on background vocals. It currently consists of founding member Matthew Brue (vocals, producer), and David Butler (producer, instrumentalist).']", Missio has more members than The Postal Service.,The Postal Service,0.5,0.8098155075806369,0.624565707805427
"American actor and musician Sam Witwer stars on the supernatural television series, Being Human, which is a remake of a show with the same name, featured on what network?","['Samuel Stewart ""Sam"" Witwer (born October 20, 1977) is an American actor and musician. He has portrayed Crashdown in ""Battlestar Galactica"", Davis Bloome in ""Smallville"", and vampire Aidan Waite of the US/Canadian remake of BBC\'s supernatural drama series ""Being Human"" on Syfy in the US and Space in Canada.Being Human is a supernatural drama television series broadcast on Syfy in the United States and on Space in Canada. It was produced by Muse in Montreal as a remake of the BBC show of the same name.']"," Being Human, the supernatural television series starring Sam Witwer, was broadcast on Syfy in the United States.",BBC,1.0,0.7666348452591928,0.6682606125509687
"The Burlington Mall is a large, two-story, indoor shopping mall complex located off Route 3 and Route 128 in Burlington, Massachusetts, the mall is one of many shopping venues in the Middlesex County area, including which 115 store shopping mall located along US Route 1 (Broadway) between Main Street and Essex Street in Saugus, Massachusetts?","[' The mall is one of many shopping venues in the Middlesex County area, including the Shops at Billerica, Square One Mall, Acton Plaza, and Middlesex Commons.Square One Mall (formerly the New England Shopping Center) is a 115 store shopping mall located along US Route 1 (Broadway) between Main Street and Essex Street in Saugus, Massachusetts.']"," The Square One Mall, formerly the New England Shopping Center.",Square One Mall,0.3333333333333333,0.4595355203246729,0.6969431882951019
"Lost Lettermen is a sports weblog and database, which regularly interviews former college stars like what American football coach and former quarterback played in the NFL and Canadian Football League?","['Lost Lettermen is a sports weblog and database, which was launched by Jim Weber in March 2009. It regularly interviews former college stars such as Tee Martin, Charlie Ward, Ki-Jana Carter, Ed O\'Bannon, Corliss Williamson and Mateen Cleaves.Tamaurice Nigel ""Tee"" Martin (born July 25, 1978) is an American football coach and former quarterback who played in the National Football League and Canadian Football League.']"," Tee Martin, an American football coach and former quarterback who played in the NFL and Canadian Football League, is interviewed by Lost Lettermen.",Tee Martin,1.0,0.6764533551703774,0.46953566509008315
Which team did the head coach of the 1985 Oklahoma Sooners lead to a Super Bowl victory ?,"['The 1985 NCAA Division I-A football season saw the Oklahoma Sooners, led by head coach Barry Switzer, win the national championship. He served for 16 years as head football coach at the University of Oklahoma and four years as head coach for the Dallas Cowboys of the National Football League (NFL). He helped the Cowboys win Super Bowl XXX against the Pittsburgh Steelers.']"," Barry Switzer, not Bob Stoops, led the Dallas Cowboys to Super Bowl XXX victory.",the Dallas Cowboys,1.0,0.5308884505909246,0.49694245743855636
"Between Recovery Child and Siouxsie and the Banshees, which band was formed in London?","['Recovery Child is a four-piece alternative rock band from Toronto, Ontario.Siouxsie and the Banshees were an English rock band, formed in London in 1976 by vocalist Siouxsie Sioux and bass guitarist Steven Severin.']", Siouxsie and the Banshees were formed in London.,Siouxsie and the Banshees,0.5,0.748267268310688,0.7955456489247925
Were the documentaries Bears and Aliens of the Deep filmed in the same locations? ,['Bears is a 2014 nature documentary film about a family of brown bears living in the coastal mountain ranges of Alaska. It was produced by Walden Media and Walt Disney Pictures.']," No, the documentaries Bears and Aliens of the Deep were not filmed in the same locations.",no,1.0,0.999999999999947,0.7811190801299078
When was the Prime Minister of Australia born who defeated Abbott in 14 September 2015?,"[' Less than two years later on 14 September 2015, Malcolm Turnbull defeated Abbott in a leadership ballot, 54 votes to 44.Malcolm Bligh Turnbull (born 24 October 1954) is the 29th and current Prime Minister of Australia.']"," Malcolm Turnbull, the current Australian Prime Minister who defeated Abbott on 14 September 2015, was born on 24 October 1954.",24-Oct-54,1.0,0.6077327039965629,0.5661362821081728
"Which rocket propelled weapon, sometimes referred to as the ""Stovepipe,"" did Colonel Leslie Alfred Skinner help develop?","[' He played a leading role in the development of several rocket propelled weapons during World War II, notably the first shoulder-fired missile system, the Bazooka. Also referred to as the ""Stovepipe"", the innovative bazooka was among the first generation of rocket-propelled anti-tank weapons used in infantry combat.']"," Colonel Leslie Alfred Skinner helped develop the Bazooka, also known as the ""Stovepipe.""",Bazooka,1.0,0.38494935609508,0.6945295478644871
Sweethearts features which stand-up comedian in a supporting role?,"[' The supporting cast features Margaret Cho and Bobcat Goldthwait as well as a cameo appearance by singer/guitarist Stephen Malkmus of the band Pavement.Margaret Moran Cho (born December 5, 1968) is an American stand-up comedian, actress, fashion designer, author, and singer-songwriter.']"," Frank Gorshin, the impressionist and comedian, appears in a supporting role in Sweethearts.",Margaret Moran Cho,0.0,0.7658534310163221,0.320406034038991
"What is the year of the event which orrurred first, John Reger was born, or the Washington Redskins began playing football?","['John George Reger (September 11, 1931 â€“ September 19, 2013) was a former American football linebacker. The Redskins have played more than 1,000 games since 1932, and are one of only five franchises in the NFL to record over 600 regular season and postseason wins, reaching that mark in 2015.']","1931 is the year John Reger was born, while the Washington Redskins began playing football in 1932.",1931,0.5,0.6179258435869724,0.8460302343945588
What is the American media company that produced The Hobbit: The Desolation of Smaug in collaboration with WingNut Films and New Line Cinema?,"['The Hobbit: The Desolation of Smaug is a 2013 epic high fantasy adventure film directed by Peter Jackson and produced by WingNut Films in collaboration with New Line Cinema and Metro-Goldwyn-Mayer.Metro-Goldwyn-Mayer Studios Inc. (abbreviated as MGM or M-G-M, also known as Metro-Goldwyn-Mayer Pictures, Metro-Goldwyn-Mayer or simply Metro, and for a former interval known as Metro-Goldwyn-Mayer/United Artists, or MGM/UA) is an American media company, involved primarily in the production and distribution of feature films and television programs.']", Metro-Goldwyn-Mayer (MGM) produced The Hobbit: The Desolation of Smaug in collaboration with WingNut Films and New Line Cinema.,Metro-Goldwyn-Mayer Studios Inc.,1.0,0.798630951638088,0.616780295695291
"Containing 498 shops, what shopping centre marks the beginning of the Westfield Sydney to Melbourne Ultramarathon?","[' It was sponsored by the Westfield Group, with the start being at Westfield Parramatta shopping centre and the finish at Westfield Doncaster shopping centre (formerly known as ""Doncaster Shoppingtown""). It has a net leasable area of approximately 137,407mÂ² and contains 498 shops built over five levels, making it Australia\'s fourth largest shopping centre by Gross Leasable Area (GLA).']", The Westfield Parramatta shopping centre marks the beginning of the Westfield Sydney to Melbourne Ultramarathon.,Westfield Parramatta,1.0,0.7586954378155668,0.7602000889999638
Who is the actor in the miniseries Olive Kitteridge who was also starring actor in the movie Caddyshack?,"[' Set in Maine, the HBO miniseries features Frances McDormand as the title character, Richard Jenkins as Olive\'s loving husband Henry Kitteridge, Zoe Kazan as Denise Thibodeau, and Bill Murray as Jack Kennison. He first gained exposure on ""Saturday Night Live"", a series of performances that earned him his first Emmy Award, and later starred in comedy filmsâ€”including ""Meatballs"" (1979), ""Caddyshack"" (1980), ""Stripes"" (1981), ""Tootsie"" (1982), ""Ghostbusters"" (1984), ""Scrooged"" (1988), ""Ghostbusters II"" (1989), ""What About Bob?']"," Bill Murray, who stars in the HBO miniseries ""Olive Kitteridge,"" also appeared in the movie ""Caddyshack.""",Bill Murray,1.0,0.4757865835966409,0.9067514387179298
Which suburb in the Northern Region of Ghana that created Sagnarigu district was Yakubu II born?,"[' He was born in August 1945 in Sagnarigu, a suburb of Tamale in the Northern Region of Ghana. Carved from the Tamale Metropolitan District, Sagnarigu District was created in 2012.']"," Yakubu II was born in Sagnarigu, a suburb of Tamale in the Northern Region of Ghana.",Tamale,1.0,0.6009760706191498,0.4485995488019655
Which French boxer defeated Hussein Ishaish at the 2016 Summer Olympics as an amateur?,"[""Hussein Ishaish (born 6 August 1995) is a Jordanian boxer. He competed in the men's super heavyweight event at the 2016 Summer Olympics. He was then defeated by eventual gold medalist Tony Yoka of France in the quarterfinals.Tony Victor James Yoka (born 28 April 1992) is a French professional boxer. As an amateur he represented France at the 2016 Olympics, winning a gold medal in the super-heavyweight division; he also represented France at the 2015 AIBA World Boxing Championships, winning gold.""]", Tony Yoka defeated Hussein Ishaish at the 2016 Summer Olympics as an amateur.,Tony Yoka,1.0,0.8353867382605632,0.906890389310862
Which musician during the earliest period covered in Time Waits for No One: Anthology 1971â€“1977 had the first full-length appearance on a Rolling Stones album?,"[' It covers the period from ""Sticky Fingers"" in 1971 until ""Love You Live"" in 1977. It is also Mick Taylor\'s first full-length appearance on a Rolling Stones album, the first Rolling Stones album not to feature any contributions from guitarist and founder Brian Jones and the first one on which singer Mick Jagger is credited with playing guitar.']", Mick Taylor had the first full-length appearance on a Rolling Stones album during the earliest period covered in Time Waits for No One: Anthology 1971â€“1977.,Mick Taylor,,0.5548537873951069,0.7326670337659448
"What is the year exact date that the Linkin Park album with the song ""Wretches and Kings"" released?","[' It is the tenth track from their 2010 album, ""A Thousand Suns"". It was released on September 8, 2010, by Warner Bros.']"," The album ""A Thousand Suns"", which includes the song ""Wretches and Kings"", was released on September 8, 2010.","September 8, 2010",0.6666666666666666,0.4757537889578769,0.46884430460734877
Ticket to the Moon was a song written by which English rock band?,"['""Ticket to the Moon"" is a popular song written by Jeff Lynne and performed by Electric Light Orchestra (ELO).The Electric Light Orchestra (ELO) are an English rock band formed in Birmingham in 1970, by songwriters/multi-instrumentalists Jeff Lynne and Roy Wood with drummer Bev Bevan.']"," Ticket to the Moon was written by Electric Light Orchestra (ELO), an English rock band.",Electric Light Orchestra,1.0,0.8501375115939487,0.6343758338658465
When was the group attacked in the attack on the Four Square Laundry formed?,['The Attack on the Four Square Laundry was a Provisional IRA ambush in the Twinbrook area of Belfast against a special British Military unit known as the Military Reaction Force. The unit was formed during the summer of 1971 and operated until late 1972 or early 1973.']," The Military Reaction Force, the target of the Attack on the Four Square Laundry, was formed during the summer of 1971.",summer of 1971,0.5,0.32235713028045615,0.4879272181779625
Are Colorado River Aqueduct and Eastside Canal both in the same state?,"['The Colorado River Aqueduct, or CRA, is a 242 mi water conveyance in Southern California in the United States, operated by the Metropolitan Water District of Southern California (MWD).Eastside Canal is an irrigation canal in Kern County, California.']"," No, the Colorado River Aqueduct is in California, while the Eastside Canal is in Kern County, California.",yes,1.0,0.880855506794775,0.4005089044792144
"""Different for Girls"" is a song by Dierks Bentley that features an American singer who released her debut album on what date?","['""Different for Girls"" is a song recorded by American country music artist Dierks Bentley. It features American singer and songwriter Elle King and was released to country radio on June 6, 2016, as the second single from Bentley\'s eighth studio album, ""Black"" (2016).Tanner Elle Schneider (born July 3, 1989), known professionally as Elle King, is an American singer, songwriter, and actress. She released her debut album, ""Love Stuff"" on February 17, 2015.']"," Elle King released her debut album on February 17, 2015.","February 17, 2015",1.0,0.42568750689657353,0.4082171657880019
"Which Riviera Partners' clientele is located in Las Vegas, Nevada?","["" Riviera Partners' clientele includes, among others, ServiceNow, Xoom, One Kings Lane, Uber, Path, Okta, Pure Storage, Twitter, LinkedIn, Dropbox, Pinterest, and Zappos.Zappos.com is an online shoe and clothing shop based in Las Vegas, Nevada.""]"," Zappos.com (an online shoe and clothing shop) is located in Las Vegas, Nevada.",Zappos,1.0,0.1507483731030909,0.6549569992588261
What nationality is the man whom Vladimir Kozlov won the WWE Tag Team Championship with?,"[' He is best known for his time in WWE, where he won the WWE Tag Team Championship once with Santino Marella.Anthony Carelli (born March 14, 1974) is a Canadian sports analyst, trainer, entrepreneur, actor, and retired professional wrestler and mixed martial artist, who currently works for the Canadian sports TV network Sportsnet.']"," Anthony Carelli, the man Vladimir Kozlov won the WWE Tag Team Championship with, is Canadian.",Canadian,1.0,0.9111609725136586,0.8547055627653263
"The Capital District, also known as the Capital Region, refers to the metropolitan area surrounding Albany, the capital of the U.S. state of New York, in the 21st century, the Capital District has emerged as a major anchor, of which marketing name for the eastern part of the U.S. state of New York, encompassing the Capital District and the Hudson Valley?","[' In the 21st century, the Capital District has emerged as a major anchor of Tech Valley, the moniker describing the technologically-focused region of eastern New York State.Tech Valley began as a marketing name for the eastern part of the U.S. state of New York, encompassing the Capital District and the Hudson Valley.']"," Tech Valley is the marketing name for the eastern part of the U.S. state of New York, encompassing the Capital District and the Hudson Valley.",Tech Valley,1.0,0.6445226404355244,0.4388153167020162
Where was the owner of FAME Studios inducted in 1985 after having Ray Whitley single What Kind of Fool recorded at his studio?,"['""What Kind of Fool (Do You Think I Am)"" is a 1964 single written by Ray Whitley and recorded by The Tams. this track was one of the many hit records recorded at Rick Hall\'s FAME Studios in Muscle Shoals, Alabama. Hall was inducted into the Alabama Music Hall of Fame in 1985 and also received the John Herbert Orr Pioneer Award.']"," Ahmed Ertegun, the co-founder and owner of FAME Studios, was inducted into the Rock and Roll Hall of Fame in Cleveland, Ohio, in 1985. The Ray Whitley single ""What Kind of Fool"" was not recorded at his studio but at another location.",Alabama Music Hall of Fame,0.25,0.496468285732022,0.5664409809010382
"This character in the historical drama legal thriller film ""Bridge of Spies"" was born on July 11, 1903.","[' Set during the Cold War, the film tells the story of lawyer James B. Donovan, who is entrusted with negotiating the release of Francis Gary Powersâ€”a U.S. Air Force pilot whose U-2 spy plane was shot down over the Soviet Union in 1960â€”in exchange for Rudolf Abel, a convicted Soviet KGB spy held under the custody of the United States, whom he represented at trial.Rudolf Ivanovich Abel (Russian: Ð\xa0ÑƒÐ´Ð¾Ð»ÑŒÑ„ Ð˜Ð²Ð°Ð½Ð¾Ð²Ð¸Ñ‡ Ð\x90Ð±ÐµÐ»ÑŒ ), real name Vilyam ""Willie"" Genrikhovich Fisher (Ð’Ð¸Ð»ÑŒÑ\x8fÐ¼ ""Ð’Ð¸Ð»Ð»Ð¸"" Ð“ÐµÐ½Ñ€Ð¸Ñ…Ð¾Ð²Ð¸Ñ‡ Ð¤Ð¸ÑˆÐµÑ€), (July 11, 1903 â€“ November 15, 1971) was a Soviet intelligence officer.']"," Rudolf Abel, portrayed by Mark Rylance in the film ""Bridge of Spies"", was born on July 11, 1903.",Rudolf Ivanovich Abel,0.0,0.20042616672848265,0.6001374779537696
What city is the head office of JÃ³zsef VÃ¡radi's airline located in?,"['JÃ³zsef Janos VÃ¡radi (born 21 September 1965) is a Hungarian businessman who co-founded Wizz Air and has been its CEO since 2003."" ), is a Hungarian low-cost airline with its head office in Budapest.']", The head office of JÃ³zsef VÃ¡radi's airline (Wizz Air) is located in Budapest.,Budapest,1.0,0.8306074842212386,0.8897440048353724
Which widely acclaimed singer on the soundtrack of Ramu defined feminism in South Indian Cinema?,"[' The soundtrack of the film was composed by R. Goverdhanam and songs rendered by Ghantasala Venkateswara Rao and P. Susheela, most memorable one ""Raa Raa Krishnayya"". Susheela is widely acclaimed as a singer who defined feminism in South Indian Cinema and is well known for her mellifluous vocal performances for over 40,000 film songs across South Indian languages.']"," P. Susheela, who sang on the soundtrack of Ramu, is widely acclaimed as a singer who defined feminism in South Indian Cinema.",P. Susheela,0.5,0.8595043434953314,0.6322151830091868
The first person to interpret Relational quantum mechanics has worked in what countries? ,"[' This interpretation was first delineated by Carlo Rovelli in a 1994 preprint, and has since been expanded upon by a number of theorists.Carlo Rovelli (born 3 May 1956) is an Italian theoretical physicist and writer who has worked in Italy, the United States and since 2000, in France.']"," Carlo Rovelli, who delineated the interpretation of Relational Quantum Mechanics, has worked in Italy, the United States, and France.","Italy, the United States and since 2000, in France",1.0,0.8052683023881371,0.6956867623948113
What national French film award was given to actress Isabelle Adjani in 2010?,"['La JournÃ©e de la jupe is a 2008 French television film, directed by Jean-Paul Lilienfeld and starring Isabelle Adjani as a high school teacher, a role which earned the actress the 2010 CÃ©sar award for Best Actress in a Leading Role.The CÃ©sar Award is the national film award of France.']", The CÃ©sar Award was given to actress Isabelle Adjani in 2010.,CÃ©sar Award,1.0,0.354230295016694,0.8739992856934499
Rabinjan is located between Samarkand and a city located on what famous road that runs between China and the Mediterranean?,"['Rabinjan or Arbinjan (Arabic: Ø±Ø¨Ù†Ø¬Ù†ØŒ Ø£Ø±Ø¨Ù†Ø¬Ù†â€Ž â€Ž ) was a medieval town in the region of Transoxiana, between the cities of Samarkand and Bukhara. Prospering from its location on the Silk Road between China and the Mediterranean, at times Samarkand was one of the greatest cities of Central Asia.']", Rabinjan is located along the Silk Road.,Silk Road,1.0,0.8133624626224298,0.8981124855249256
"Murabaá¸¥ah is a term for a sales contract where the buyer and seller agree on the markup, the ratio between the cost of a good or service and what?","['Murabaá¸¥ah, murabaá¸¥a or murÃ¢baá¸¥ah (Arabic: Ù…Ø±Ø§Ø¨Ø\xadØ©â€Ž â€Ž , derived from ""ribh"" Arabic: Ø±Ø¨Ø\xadâ€Ž â€Ž , meaning profit) is a term of ""fiqh"" (Islamic jurisprudence) for a sales contract where the buyer and seller agree on the markup (profit) or ""cost-plus"" price for the item(s) being sold.Markup is the ratio between the cost of a good or service and its selling price.']", The markup in a Murabaá¸¥ah contract is the ratio between the cost of a good or service and its selling price.,its selling price,1.0,0.614245276829894,0.6903836624254853
Where did the play by an award-winning American actor and an accomplished playwright premiere where it broke box office records and garnered critical acclaim?,"[' It premiered at the Portland Stage Company in Portland, Maine in 2004 where it broke box office records and garnered critical acclaim.John Edward Cariani (born July 23, 1969) is an award-winning American actor and an accomplished playwright.']"," The play premiered at the Portland Stage Company in Portland, Maine.",Portland Stage Company,1.0,0.47892060665138914,0.5386110438608225
When was the author after which Thiele Highway was named born? ,"[' It is named after author Colin Thiele who lived most of his life in towns along the route, and set some of his stories in the area.Colin Milton Thiele AC ( ; 16 November 1920 â€“ 4 September 2006) was an Australian author and educator.']"," Colin Milton Thiele was born on November 16, 1920.",16-Nov-20,0.5,0.4633700891204051,0.4330059107951969
On which Portuguese island has the largest European airline by scheduled passengers flown had a base since 2015?,"['JoÃ£o Paulo II Airport (IATA: PDL, ICAO: LPPD) , named after Pope John Paul II, is an international airport located on the island of SÃ£o Miguel, in the Portuguese archipelago of the Azores. The airport is the major hub for the SATA Group of airlines, which includes both inter-island SATA Air AÃ§ores and international Azores Airlines, and since April 2015 as a base for Ryanair. In 2016, Ryanair was the largest European airline by scheduled passengers flown, and carried more international passengers than any other airline.']", Ryanair has a base on SÃ£o Miguel Island (Azores) since 2015.,SÃ£o Miguel,1.0,0.428878713962969,0.4902333997217423
Micah Ohlman earned a spot on the 1992 team that plays in what Nevada city?,"["" While attending UNLV, Ohlman earned a spot on the nationally ranked 1992â€“93 UNLV Runnin' Rebels basketball team as a walk-on.The UNLV Runnin' Rebels are a NCAA Division I men's basketball team who play at the Thomas & Mack Center in the Las Vegas suburb of Paradise, Nevada, United States.""]"," I don't have information to determine which specific team Micah Ohlman played for in 1992, as the provided context does not specify the team or league.",Paradise,0.0,0.0,0.51440058845346
Where is the company located that produced the 2006 James Bond movie Casino Royale?,"['Casino Royale (2006) is the twenty-first spy film in the Eon Productions ""James Bond"" film series and the first to star Daniel Craig as the fictional MI6 agent James Bond. The company is based in London\'s Piccadilly and also operates from Pinewood Studios in the United Kingdom.']"," The company producing the 2006 James Bond movie ""Casino Royale"" is based in London's Piccadilly and also operates from Pinewood Studios in the United Kingdom.",based in London's Piccadilly and also operates from Pinewood Studios in the United Kingdom,1.0,0.8935384325720334,0.8985121498637262
The network that aired People in Conflict spent several years trailing what rival network? ,"[""People in Conflict was an afternoon program that appeared on CTV Television Network every weekday from October 1, 1962 through September 11, 1970. Since 2000 it is owned by the Bell Media division of BCE, Inc. It is Canada's largest privately or commercially owned network, and has consistently been placed as Canada's top-rated network in total viewers and in key demographics since 2002, after several years trailing the rival Global Television Network in key markets.""]", Global Television Network trailed CTV Television Network (now Bell Media) in key markets for several years.,Global Television Network,1.0,0.4415887658539129,0.6518431891502592
"Caged No More is a 2016 American drama film directed by Lisa Arnold, the film stars which American actress and singer, (born August 21, 1949) , is best known for her roles as Marla Hendricks, in the Fox drama series, ""Boston Public""?","[' The film stars Kevin Sorbo, Loretta Devine, Cynthia Gibb, Madison De La Garza, Cassidy Gifford and Dallas Lovato.Loretta Devine (born August 21, 1949) is an American actress and singer, best known for her roles as Marla Hendricks in the Fox drama series ""Boston Public"", and for her recurring role as Adele Webber on the Shonda Rhimes\' ""Grey\'s Anatomy"", for which she won a Primetime Emmy Award for Outstanding Guest Actress in a Drama Series in 2011.']"," Loretta Devine, born on August 21, 1949, is an American actress and singer, best known for her role as Marla Hendricks in the Fox drama series ""Boston Public"". She stars in the 2016 American drama film ""Caged No More"" directed by Lisa Arnold.",Loretta Devine,0.6,0.14206320060689584,0.6334156446003889
Do Guy Hamilton and Spike Jonze have the same nationality?,"['Mervyn Ian Guy Hamilton, DSC (16 September 1922 â€“ 20 April 2016) was an English film director.Spike Jonze (pronounced ""Jones"" ; born Adam Spiegel on October 22, 1969) is an American skateboarder, filmmaker, director, producer, photographer, screenwriter, and actor, whose work includes music videos, commercials, film and television.']"," No, Guy Hamilton and Spike Jonze do not have the same nationality. Guy Hamilton was British, while Spike Jonze is American.",no,1.0,0.9999999999999344,0.7782303228553896
When was the team founded for which Peter Horachek is currently a pro scout ?,"['Peter Horachek (born January 26, 1960) is currently a pro scout with the New Jersey Devils organization of the National Hockey League. The club was founded as the Kansas City Scouts in Kansas City, Missouri, in 1974.']"," The team founded in Kansas City, Missouri, for which Peter Horachek is currently a pro scout was established in 1974.",1974,0.5,0.4921929216585969,0.8177494765954287
"Which town on Monsweag Bay in Wiscasset, Maine had a population of 3,072 in the 2010 census?","['Montsweag Bay is a small brackish water bay near Wiscasset, Maine.Woolwich is a town in Sagadahoc County, Maine, United States. The population was 3,072 at the 2010 census.']"," Wiscachment is the town on Montsweag Bay in Wiscasset, Maine that had a population of 3,072 in the 2010 census.",Woolwich,0.0,0.8934868402712932,0.4327641218295506
Which Italian former footballer scored in the 4-0 AC Milan win against Barcelona in the Final of the UEFA Champions league ?,"[""FC Barcelona had one of its most successful seasons in the club's history, retaining the domestic league supremacy and reaching the final of the UEFA Champions League; however they collapsed 0-4 against AC Milan (goals from Daniele Massaro, Dejan SaviÄ‡eviÄ‡ and Marcel Desailly).Daniele Emilio Massaro (born 23 May 1961) is an Italian former footballer, who played as a forward.""]", Daniele Massaro scored in the 4-0 AC Milan win against Barcelona in the UEFA Champions League final.,Daniele Massaro,1.0,0.8969231434168132,0.7444177446158418
"The Trials of Nikki Hill is a legal thriller written by Dick Lochte and which American lawyer, author, actor, lecturer, and practicing attorney?","['The Trials of Nikki Hill is a legal thriller written by Christopher Darden and Dick Lochte, and published Time Warner Company in 1999.Christopher Allen ""Chris"" Darden (born April 7, 1956) is an American lawyer, author, actor, lecturer, and practicing attorney.']", The Trials of Nikki Hill is a legal thriller written by Christopher Darden.,"Christopher Allen ""Chris"" Darden",0.3333333333333333,0.8853574094463582,0.4548919894788976
Which actress played roles in Three's Company and One Summer Love?,"['One Summer Love, originally titled Dragonfly, is a 1976 romantic drama film directed by Gilbert Cates from a screenplay by N. Richard Nash. It stars Beau Bridges and Susan Sarandon and features Mildred Dunnock and Ann Wedgeworth.Ann Wedgeworth (born January 21, 1934) is an American character actress, known for her roles as Lana Shields in ""Three\'s Company"" and Merleen Elldridge in ""Evening Shade"".']"," Ann Wedgeworth acted in Three's Company, while Mildred Dunnock appeared in One Summer Love.",Ann Wedgeworth,1.0,0.7078488169819019,0.7409534210771931
Have Victoria Larimore and Mauritz Stiller  both worked as film directors ?,"['Victoria Ann Larimore (born October 5, 1956) is an American film director, television director, producer, screenwriter, and playwright.Mauritz Stiller (17 July 1883 â€“ 18 November 1928) was a Finnish-Swedish film director, best known for discovering Greta Garbo and bringing her to America.']"," Yes, both Victoria Larimore and Mauritz Stiller have worked as film directors.",yes,1.0,0.9889422780419793,0.7826868067718765
PsyFive is the debut album from Psy for the entertainment company established by whom?,"["" It is Psy's debut album for YG Entertainment.YG Entertainment Inc. (Korean: YG ì—”í„°í…Œì\x9d¸ë¨¼íŠ¸) is a South Korean entertainment company established in 1996 by Yang Hyun-suk.""]"," Psy's debut album, PsyFive, was released under YG Entertainment Inc., established by Yang Hyun-suk.",Yang Hyun-suk,0.3333333333333333,0.8960997066024469,0.7061100650377246
Who won the 2016 Russian national silver medal with another Russian ice dancer born 29 April 1995?,"['Victoria Alexandrovna Sinitsina (Russian: Ð’Ð¸ÐºÑ‚Ð¾Ñ€Ð¸Ñ\x8f Ð\x90Ð»ÐµÐºÑ\x81Ð°Ð½Ð´Ñ€Ð¾Ð²Ð½Ð° Ð¡Ð¸Ð½Ð¸Ñ†Ð¸Ð½Ð° ; born 29 April 1995) is a Russian ice dancer.Nikita Gennadyevich Katsalapov (Russian: Ð\x9dÐ¸ÐºÐ¸Ñ‚Ð° Ð“ÐµÐ½Ð½Ð°Ð´ÑŒÐµÐ²Ð¸Ñ‡ ÐšÐ°Ñ†Ð°Ð»Ð°Ð¿Ð¾Ð² ; born 10 July 1991) is a Russian ice dancer. With Victoria Sinitsina, he is the 2016 Russian national silver medalist.']", Nikita Katsalapov won the 2016 Russian national silver medal with Victoria Sinitsina.,Nikita Gennadyevich Katsalapov,1.0,0.7948529102569178,0.6426655468911572
"Which beverage is sold in more countries, Schweppes or Lilt?","['Schweppes ( ) is a beverage brand that is sold around the world.Lilt is a brand of soft drink manufactured by The Coca-Cola Company and sold in the United Kingdom, Ireland, Gibraltar and the Seychelles only.']", Schweppes is sold in more countries than Lilt.,Schweppes,0.5,0.6168678642833729,0.628638932861735
"Who would have more American film credits, Stefan Ruzowitzky or Jeremy Kagan?","['Stefan Ruzowitzky (born 25 December 1961) is an Austrian film director and screenwriter.Jeremy Paul Kagan (born December 14, 1945) is an American film and television director, screenwriter, and television producer.']", Jeremy Kagan would have more American film credits than Stefan Ruzowitzky.,Jeremy Paul Kagan,0.5,0.9186658884956108,0.5705932660160363
