question,contexts,answer,ground_truth,faithfulness,answer_relevancy,answer_correctness
American heavy metal band Metallica released the song co-written by Kirk Hammett in which album that had five singles?,"['[\'""Enter Sandman"" is a song by American heavy metal band Metallica. Vocalist and rhythm guitarist Hetfield wrote the lyrics, which deal with the concept of a child\\\'s nightmares. ""Metallica"" produced five singles that are considered to be among the band\\\'s best-known songs, which include ""Enter Sandman"", ""The Unforgiven"", ""Nothing Else Matters"", ""Wherever I May Roam"", and ""Sad but True"". ""\']']","The song ""Enter Sandman,"" co-written by Hetfield, was released on the album ""Metallica"" (also known as ""The Black Album""), which contained five of their best-known singles.",Metallica,0.75,0.246980796,0.416303077
Which was a fighter wing of the aerial warfare branch of the combined German Wehrmacht military forces during World War II?,"['[\'""Jagdgeschwader"" 70 was a fighter wing of Nazi Germany\\\'s Luftwaffe in World War II.The Luftwaffe (] ) was the aerial warfare branch of the combined German Wehrmacht military forces during World War II.\']']","Jagdgeschwader 70 was a fighter wing of the Luftwaffe, which was the aerial warfare branch of the combined German Wehrmacht military forces during World War II.","""Jagdgeschwader"" 70",1,0.21455595,0.657468692
"Is the documentary ""The Bluffs Butcher"" based on James Tillis, the boxer who was known as ""Quick"" due to his fast hand speed or Ron Stander, who challenged Joe Frazier for the heavyweight championship in 1972? ","['[\'James Tillis (born July 5, 1957) is a former professional boxer. Known as ""Quick"", he was known for his fast hand speed. He holds notable wins over Ron Stander by TKO 7 in 1980, and the hard punching Earnie Shavers by ten-round decision in 1982.Ron Stander (born October 17, 1944) is a former professional boxer, who fought from 1969 to 1982. He challenged for the world heavyweight championship in 1972, losing to Joe Frazier by fifth round technical knockout. An award-winning documentary entitled ""The Bluffs Butcher,"" after his adopted hometown of Council Bluffs, IA, produced by journalism student Andrew Batt was released in 2004.\']']","The documentary ""The Bluffs Butcher"" is based on Ron Stander, not James Tillis.",Ron Stander,1,0.62896178,0.532607459
Who was Brent Bennet's associate implicated alongside him in a human rights case regarding a jail in Afghanistan?,"[""['Brent Bennett is a former US Army paratrooper who was convicted by an Afghan court on 15 September 2004 for participating in torture and kidnapping, and for running a private jail in Kabul. Bennett and his associate Jonathan Idema had been operating as independent security contractors in Afghanistan, but had been representing themselves to the American and international media, members of the US military, and Afghan nationals as US government-sponsored covert operatives to track and apprehend Osama Bin Laden and senior Taliban officials. At the time, Idema had been portraying himself as a U.S. government-sponsored special forces operative on a mission to apprehend terrorists. However, the U.S. government has repeatedly denied most of such claims.']""]",Jonathan Idema was Brent Bennett's associate implicated alongside him in the human rights case regarding a jail in Afghanistan.,Jonathan Idema,1,0.812586691,0.890563504
"Which occurred earlier, Operation Grenade or Lorraine Campaign?","[""['During World War II, Operation Grenade was the crossing of the Roer (Rur) river between Roermond and DÃ¼ren by the U.S. Ninth Army, commanded by Lieutenant General William Hood Simpson, in February 1945.Lorraine Campaign is a term used by U.S. Army historians to describe operations of the U.S. Third Army in Lorraine during World War II from September 1 through December 18, 1944.']""]",The Lorraine Campaign occurred earlier than Operation Grenade.,Lorraine Campaign,1,0.91606257,0.660679663
"Which film is more recent, Man of Aran or 51 Birch Street?","[""['51 Birch Street is a 2005 documentary film about the universal themes of love, marriage, fidelity, and the mystery of a suburban family, directed by Doug Block.Man of Aran is a 1934 Irish fictional documentary (ethnofiction) film directed by Robert J. Flaherty about life on the Aran Islands off the western coast of Ireland.']""]",51 Birch Street is more recent than Man of Aran.,51 Birch Street,1,0.848843077,0.541483067
Who promotes the mall that hosts the 2017 Men's Asian Individual Squash Championship?,"[""[' The event took place at Express Avenue Mall in Chennai from 26 to 30 April 2017.Express Avenue (Tamil: à®Žà®•à¯\x8dà®¸à¯\x8dà®ªà¯\x8dà®°à¯†à®¸à¯\x8d à®…à®µà¯†à®©à¯\x8dà®¯à¯‚ ) is a shopping mall in Chennai promoted by Express Infrastructure, a subsidiary of Indian Express Limited Group.']""]","The 2017 Men's Asian Individual Squash Championship was hosted by Express Avenue Mall, which is promoted by Express Infrastructure, a subsidiary of Indian Express Limited Group.",Express Infrastructure,1,0.821878895,
An analog board was used in which third model of the Macintosh line?,"[""[' The analog board was one of two circuit boards within many early Macintosh computers, including the Macintosh 128K/512K/Plus, Macintosh SE series, and Macintosh Classic series.The Macintosh Plus computer is the third model in the Macintosh line, introduced on January 16, 1986, two years after the original Macintosh and a little more than a year after the Macintosh 512K, with a price tag of US$2599.']""]","The analog board was used in the Macintosh Plus computer, which is the third model in the Macintosh line.",Macintosh Plus,1,0.674943447,0.505032317
Jason Pinkston played his entire football career for an NFL team that plays their home games at what stadium?,"[""['Jason R. Pinkston (born September 5, 1987) is a former American football offensive guard, who played his entire career for the Cleveland Browns of the National Football League (NFL). The Browns play their home games at FirstEnergy Stadium, which opened in 1999, with administrative offices and training facilities in Berea, Ohio.']""]",FirstEnergy Stadium,FirstEnergy Stadium,1,0.492043223,1
Are novelists Walter Van Tilburg Clark and Billie Letts both American? ,"[""['Walter Van Tilburg Clark (August 3, 1909 â€“ November 10, 1971) was an American novelist, short story writer, and educator.Billie Dean Letts (nÃ©e Gipson; May 30, 1938 â€“ August 2, 2014) was an American novelist and educator.']""]","Yes, both Walter Van Tilburg Clark and Billie Letts were American novelists.",yes,1,0.953574636,0.530481571
"Who was the ""king's engineer"" to the  King of Portugal, Naples, Sicily and Sardinia and Duke of Milan?","['[\'Tiburzio Spannocchi (1541â€“1609) (also Spanucchi, Spanochi, Spanoqui, Hispanochi etc.) was ""king\\\'s engineer"" to Philip II of Spain and subsequently to Philip III of Spain.Philip III (Spanish: ""Felipe"" ; 14 April 1578 â€“ 31 March 1621) was King of Spain. He was also, as Philip II, King of Portugal, Naples, Sicily and Sardinia and Duke of Milan.\']']","Tiburzio Spannocchi was the ""king's engineer"" to Philip II (who was also the King of Portugal, Naples, Sicily and Sardinia and Duke of Milan).",Tiburzio Spannocchi,,0.61696042,0.642302478
What American lyricist born in 1928 co-wrote the screenplay for the musical film The Fantastics?,"[""[' The screenplay by Tom Jones and Harvey Schmidt is based on their record-breaking off-Broadway production of the same name, which ran for 17,162 performances (and was subsequently revived off-Broadway).Tom Jones (born 1928, in Littlefield, Texas), is an American lyricist (and often librettist) of musical theatre.']""]","Tom Jones, born in 1928, co-wrote the screenplay for the musical film ""The Fantasticks.""",Tom Jones,0.5,0.744765239,0.883273484
Which former professional footballer became manager of Watford F.C. in July 2011?,"[""[' Assistant manager Sean Dyche became manager in July 2011, following the departure of Malky Mackay.Sean Mark Dyche ( ; born 28 June 1971) is an English former professional footballer, who is currently the manager of Premier League side Burnley, a position he has held since October 2012.']""]","Sean Dyche, who is currently the manager of Premier League side Burnley, became manager of Watford F.C. in July 2011.",Sean Dyche,0.5,0.958011395,0.666561104
Are Playboy and Fast Company published in the same country?,"['[""Playboy is an American men\'s lifestyle and entertainment magazine.Fast Company is a monthly American business magazine published in print and online that focuses on technology, business, and design.""]']","Yes, both Playboy and Fast Company are published in the United States.",yes,1,0.909970249,0.530632083
"Who is older, Mark Aguirre or Adrian Dantley?","[""['Mark Anthony Aguirre (born December 10, 1959) is an American retired basketball player in the National Basketball Association. Aguirre played in the NBA from 1981 until 1994 and won two championships with the Detroit Pistons after being sent to Detroit from Dallas in exchange for Adrian Dantley.Adrian Delano Dantley (born February 28, 1955) is a retired American basketball player who played 15 seasons in the National Basketball Association (NBA).']""]",Adrian Dantley is older than Mark Aguirre.,Adrian Dantley,1,0.996060555,0.91884507
What Australian actor appeared in Encounter?,"['[\'Encounter will star Luke Hemsworth, Anna Hutchison, Tom Atkins, Glenn Keogh, Vincent M. Ward, Cheryl Texiera and Christopher Showerman, and will be directed by Paul J. Salamoff.Luke Hemsworth (born 5 November 1980) is an Australian actor who is known for his role as Nathan Tyson in the TV series ""Neighbours"" and Ashley Stubbs in the HBO sci-fi series ""Westworld"".\']']","Luke Hemsworth, an Australian actor known for roles in 'Neighbours' and 'Westworld', will appear in the movie 'Encounter'.",Luke Hemsworth,1,0.68453662,0.537687687
Who nominated the justice who wrote the majority opinion in the Supreme Court case Christopher v. SmithKline Beecham Corp?,"['[\' The court ruled in a majority opinion written by Justice Samuel Alito that sales representatives were classified as ""outside salesmen"" who are exempt from the Department of Labor\\\'s regulations regarding overtime pay. He was nominated by President George W. Bush and has served on the court since January 31, 2006.\']']",Justice Samuel Alito was nominated by President George W. Bush.,President George W. Bush,0.5,0.633975181,0.615504333
"what american writer and editor had a ""time"" magazing Top 10 Nonfiction Book in 2011 and is a contributing editor of ""Harper's Magazine""?   A: John Jeremiah Sullivan ","['[\'Pulphead is an essay collection by the American writer and editor John Jeremiah Sullivan. ""Pulphead"" has been named a 2011 ""New York Times"" Notable Book, a ""Time"" Magazine Top 10 Nonfiction Book of 2011, and one of Amazon\\\'s Best of the Month for November 2011. He is a contributing writer for ""The New York Times Magazine"", a contributing editor of ""Harper\\\'s Magazine"", and the southern editor of ""The Paris Review"".\']']","John Jeremiah Sullivan, the southern editor of ""The Paris Review"", had a Time Magazine Top 10 Nonfiction Book in 2011 with his work ""Pulphead"".",John Jeremiah Sullivan,1,0.638187825,0.620714521
"Sherpi Kangri and Kangpenqing, are related to which land mass?","[""['Sherpi Kangri is a mountain peak in the Karakoram Range.Kangpenqing (also Gang Benchhen) is a mountain in the Baiku Himalayas of Tibet, China.']""]",Sherpi Kangri and Kangpenqing are located within the Asian continent.,mountain,1,0.78673818,0.63205775
"The 2017 Los Angeles Chargers season is the franchise's 48th season in the National Football League (NFL), the 58th overall and the first under which former American football running back and current head coach for the Los Angeles Chargers of the NFL?","['[""The 2017 Los Angeles Chargers season is the franchise\'s 48th season in the National Football League (NFL), the 58th overall and the first under head coach Anthony Lynn.Anthony Ray Lynn (born December 21, 1968) is a former American football running back and current head coach for the Los Angeles Chargers of the NFL.""]']",The 2017 Los Angeles Chargers season was the first under Anthony Lynn.,Anthony Lynn,1,0.679586882,0.87626639
Which Rugby tournaments does Brett Herron's team compete in?,"['[\'Brett Herron (born 13 November 1993) is an Irish professional rugby union player who currently plays for Ulster.Ulster Rugby (Irish: ""RugbaÃ\xad Uladh"" ) is one of the four professional provincial rugby teams from the island of Ireland. They compete in the Pro14 and the European Rugby Champions Cup.\']']","Brett Herron's team, Ulster Rugby, competes in the Pro14 and the European Rugby Champions Cup.",Pro14 and the European Rugby Champions Cup,1,0.726627499,0.917251543
What item was used by Mariana Kovacevic to heal the football striker Asamoah Gyan during the 2012 African Cup of Nations?,"['[""Mariana Kovacevic is a Serbian traditional healer who has specialized in the use of horse placenta treatment to heal athletes. During the duration of the 2012 African Cup of Nations in Gabon and Equatorial Guinea she used the horse placenta treatment to heal Ghana\'s Asamoah Gyan, who had been injured and was supposed to be off football for four weeks.Asamoah Gyan ( , , born 22 November 1985 in Accra) is a Ghanaian professional footballer who plays as a striker for Kayserispor and captains the Ghanaian national team.""]']",Horse placenta was used by Mariana Kovacevic to heal the football striker Asamoah Gyan during the 2012 African Cup of Nations.,horse placenta,1,0.850390733,0.931602624
"The Government Accountability Institute (GAI) is a conservative nonprofit investigative research organization located in Tallahassee, Florida, The group is known for its involvement with the publication of the investigative books ""Clinton Cash: The Untold Story of How and Why Foreign Governments and Businesses Helped Make Bill and Hillary Rich"", Clinton Cash: The Untold Story of How and Why Foreign Governments and Businesses Helped Make Bill and Hillary Rich is  a ""New York Times"" bestselling book, released in which year?","['[\' The group is known for its involvement with the publication of the investigative books ""Clinton Cash: The Untold Story of How and Why Foreign Governments and Businesses Helped Make Bill and Hillary Rich"" and ""Bush Bucks: How Public Service and Corporations Helped Make Jeb Rich"".Clinton Cash: The Untold Story of How and Why Foreign Governments and Businesses Helped Make Bill and Hillary Rich is a 2015 ""New York Times"" bestselling book by Peter Schweizer in which he investigates donations made to the Clinton Foundation by foreign entities, paid speeches made by Bill and Hillary Clinton, and the state of the Clintons\\\' finances since leaving the White House in 2001.\']']",2015,2015,0.75,0.522445485,1
Which hatchback small family car will be the car of the category during the 2011 Super Copa Telcel?,"[""['The 2011 Super Copa Telcel is the inaugural season of the Super Copa Telcel. SEAT LeÃ³n will be the car of the category.The SEAT LeÃ³n (] ) is a hatchback small family car built by the Spanish car manufacturer SEAT since October 1998.']""]",The SEAT LeÃ³n is the hatchback small family car that will be the car of the category during the 2011 Super Copa Telcel.,SEAT LeÃ³n,1,0.854573544,0.658535583
"No. 11 Squadron RAAF was based at what base, 25 km north of Adelaide?","[""['No. 11 Squadron is a Royal Australian Air Force (RAAF) maritime patrol squadron based at RAAF Base Edinburgh.RAAF Base Edinburgh (ICAO: YPED) is a Royal Australian Air Force (RAAF) military airbase located in Edinburgh, 25 km north of the centre of Adelaide, South Australia, in Australia']""]","No. 11 Squadron RAAF is based at RAAF Base Edinburgh, which is located 25 km north of Adelaide, South Australia.",RAAF Base Edinburgh,1,0.798828192,0.930922713
"What comedy film did American actor Andy Samberg star in that was released on Netflix on January 20, 2017?","[""['Take the 10 is a 2017 American comedy film written and directed by Chester Tam. The film stars Josh Peck, Tony Revolori, Emily Chang, Cleopatra Coleman, Kevin Corrigan and Andy Samberg.Andrew David Samberg (born David A. J. Samberg; August 18, 1978) is an American actor, filmmaker, musician and comedian.']""]","The 2017 American comedy film ""Take the 10"" starring Andy Samberg.",Take the 10,1,0.834557408,0.709677105
Are Ben Okri and Nicholas Evans both novelists?,"[""['Ben Okri OBE FRSL (born 15 March 1959) is a Nigerian poet and novelist.Nicholas Evans (born 26 July 1950) is an English journalist, screenwriter television and film producer and novelist.']""]","Yes, both Ben Okri and Nicholas Evans are novelists.",yes,1,0.989149879,0.783369279
What is the apparent magnitude of the spiral galaxy discovered by Frank Leavenworth?,"['[\'NGC 166 (also known as PGC 2143) is a spiral galaxy located around 2.6 million light-years away in the constellation Cetus, with an apparent magnitude of 15.18.Francis Preserved Leavenworth (born September 3, 1858 in Mount Vernon, Indiana; died November 12, 1928; a.k.a. ""Frank Leavenworth"") was an American astronomer.\']']","The apparent magnitude of the spiral galaxy discovered by Frank Leavenworth, NGC 166 (or PGC 2143), is 15.18.",15.18,1,1,0.824204656
How many albums has the artist who made Bramble Rose made?,"[""['Bramble Rose is the debut album by alternative country artist Tift Merritt. She has released seven studio albums, two for Lost Highway Records, two for Fantasy Records, and three for Yep Roc Records.']""]",Tift Merritt has made 8 studio albums.,seven,0,0.656399651,0.658176948
The 2014 single Bigroom Blitz featured an American rapper that was born in this year?,"['[\'""Bigroom Blitz"" (also stylized as ""Big Room Blitz"") is the 2014 single by German musical group Scooter featuring American rapper Wiz Khalifa.Cameron Jibril Thomaz (born September 8, 1987), better known by his stage name Wiz Khalifa, is an American rapper and actor.\']']","Wiz Khalifa, who was born in 1987, is the American rapper featured in the 2014 single ""Bigroom Blitz"".",1987,1,0.943108336,0.424549436
When did the King who the most valuable sovereign was struck for die?,"[""[' The most valuable sovereign is the British Edward VIII 1937 struck for Edward VIII who abdicated, therefore these coins never entered circulation, and an example of one was purchased at auction in 2014 for Â£516,000.Edward VIII (Edward Albert Christian George Andrew Patrick David; 23 June 1894 â€“ 28 May 1972) was King of the United Kingdom and the Dominions of the British Empire, and Emperor of India, from 20 January 1936 until his abdication on 11 December the same year.']""]","Edward VIII died on May 28, 1972.",28-May-72,0.5,0.409357524,0.657102787
What Irish footballer joined Pacific Films in 1950?,"['[""The Pacific Film Unit was established in Wellington, New Zealand in 1948 by ex-National Film Unit staff Alun Falconer and Roger Mirams. In 1950 John O\'Shea joined; Falconer left to pursue a career in China; and the company changed its name to Pacific Film Productions Ltd.John Francis O\'Shea (born 30 April 1981) is an Irish footballer, who plays as a defender for Sunderland and the Republic of Ireland national team, where he serves as vice-captain.""]']","John O'Shea, not to be confused with the contemporary Irish footballer, joined Pacific Films (later Pacific Film Productions Ltd) in 1950.",John Francis O'Shea,0.333333333,0.750192537,0.511860056
The person who bought the cottage on Round Island in 1995 was born in what month?,"['[\'Round Island, is a private island, located within Buckeye Lake, in Fairfield County, Ohio. In the 1920s, a cottage was built on the island, and in 1995 it was purchased and renovated by the late Dave Thomas, CEO and founder of Wendy\\\'s restaurants.Rex David ""Dave"" Thomas (July 2, 1932January 8, 2002) was an American businessman and philanthropist.\']']","Dave Thomas, the person who bought the cottage on Round Island in 1995, was born in July.",July,0.5,0.282683835,0.81113031
"Which airport is located in North Dakota, Grand Forks International Airport or Knox County Regional Airport?","[""['Knox County Regional Airport (IATA: RKD, ICAO: KRKD, FAA LID: RKD) is a county owned, public use airport in Knox County, Maine, United States.Grand Forks International Airport (IATA: GFK, ICAO: KGFK, FAA LID: GFK) is a public airport five miles (8 km) northwest of Grand Forks, in Grand Forks County, North Dakota.']""]",Grand Forks International Airport is located in North Dakota.,Grand Forks International Airport,0.5,0.814015403,0.596755008
"""Falling Away from Me"" is a song by American band Korn, was released as the first single from their fourth album ""Issues"", debuting in an episode of Comedy Central's animated series ""South Park"", entitled ""Korn's Groovy Pirate Ghost Mystery"", it was the which number episode of the third season, and the 41st overall?","['[\' It was released as the first single from their fourth album ""Issues"", debuting in an episode of Comedy Central\\\'s animated series ""South Park"", entitled ""Korn\\\'s Groovy Pirate Ghost Mystery"".""Korn\\\'s Groovy Pirate Ghost Mystery"" is the tenth episode of the third season and the 41st overall episode of Comedy Central\\\'s animated series ""South Park"".\']']","""Falling Away from Me"" was debuted in the 41st overall episode (the tenth episode of the third season) of Comedy Central's animated series ""South Park"", entitled ""Korn's Groovy Pirate Ghost Mystery"".",tenth,0.666666667,0.726533568,0.510455429
"In what town with a population less than 600 could one have found the attraction, World's Largest Farm Tractor, in 1998?","['[\' The population was 598 at the 2010 census. Big Sandy, Montana, is where the Big Bud 747, the largest farm tractor in the world, was located from 1997 until 2009. It is billed by the owners and exhibitors as the ""World\\\'s Largest Farm Tractor"".\']']","Big Sandy, Montana.","Big Sandy, Montana",1,0.249194384,0.747078985
"Which is farther east, Minneapolisâ€“Saint Paul International Airport or Cheyenne Regional Airport?","[""['Minneapolisâ€“Saint Paul International Airport (IATA: MSP, ICAO: KMSP, FAA LID: MSP) , also known as Woldâ€“Chamberlain Field, is a joint civil-military public use international airport.Cheyenne Regional Airport (IATA: CYS, ICAO: KCYS, FAA LID: CYS) (Jerry Olson Field) is a civil-military airport a mile north of downtown Cheyenne, in Laramie County, Wyoming.']""]",Cheyenne Regional Airport is farther east than Minneapolisâ€“Saint Paul International Airport.,Minneapolisâ€“Saint Paul International Airport,0,0.96886466,0.774885992
"What American rock band that was ""one of the most critically acclaimed bands of the 80's"" is featured in KSPN's AAA format? ","['[\' KSPN features the AAA format, which combines the classic rock hits from Tom Petty, Van Morrison and Talking Heads with todayâ€™s newer musicians like Ben Harper, Blues Traveler, Sonia Dada and Widespread Panic.Talking Heads were an American rock band formed in 1975 in New York City and active until 1991. Described by critic Stephen Thomas Erlewine as ""one of the most critically acclaimed bands of the \\\'80s,"" the group helped to pioneer new wave music by integrating elements of punk, art rock, funk, and world music with avant-garde sensibilities and an anxious, clean-cut image.\']']","Talking Heads, an American rock band from the 1980s, are featured in KSPN's AAA format.",Talking Heads,0.5,0.689302647,0.750027584
What kind of animal is the Yorkshire Terrier and the Cavalier King Charles Spaniel?,"[""['The Yorkshire Terrier is a small dog breed of terrier type, developed during the 19th century in Yorkshire, England, to catch rats in clothing mills.The Cavalier King Charles Spaniel is a small spaniel classed as a toy dog by The Kennel Club and the American Kennel Club.']""]",The Yorkshire Terrier and the Cavalier King Charles Spaniel are both dog breeds.,dog,1,0.579654511,0.841417305
What producer did David Juskow work with while filming The Wrestler?,"['[\' Juskow is perhaps best known for such televisions shows and films as ""Men of a Certain Age"", ""Dr. Katz, Professional Therapist"", ""TV Funhouse"", ""The Sarah Silverman Program"" and ""The Wrestler"".The Wrestler is a 2008 American sports drama film co-produced and directed by Darren Aronofsky, written by Robert D. Siegel, and starring Mickey Rourke, Marisa Tomei, and Evan Rachel Wood.\']']","Darren Aronofsky was the producer David Juskow worked with while filming ""The Wrestler"".",Darren Aronofsky,0.5,0.956008771,0.631438207
What eight-time medalist in the Winter Olympics hosted Minute to Win It?,"[""[' The series originally ran on NBC with host Guy Fieri and was revived in 2013 on Game Show Network (GSN) with Apolo Ohno presenting the show.Apolo Anton Ohno ( ; born May 22, 1982) is a retired American short track speed skating competitor and an eight-time medalist (two gold, two silver, four bronze) in the Winter Olympics.']""]","Apolo Ohno, an eight-time medalist in the Winter Olympics, hosted Minute to Win It.",Apolo Ohno,0.5,0.568135891,0.904326615
"Which documentary film was released first, Station to Station or Black Chicks Talking?","['[\'Station to Station is the 2014 film of Doug Aitken\\\'s 2013 ""Nomadic Happening"", the film is made up of 62 one-minute films.Black Chicks Talking is an arts project by Australian actress Leah Purcell featuring a 2001 documentary film, a 2002 book, a stage production and an art exhibition.\']']",Station to Station was released before Black Chicks Talking.,Black Chicks Talking,0,0.797061946,0.530601432
Are both Chamaelirium and Hovea flowering plants?,"['[""Chamaelirium is a genus of flowering plants containing the single species Chamaelirium luteum, commonly known as blazing-star, devil\'s bit, false unicorn, fairy wand, and helonias.Hovea (Purple pea) is a genus of perennial shrubs which are native to Australia.""]']","Yes, both Chamaelirium and Hovea are flowering plants.",no,1,0.985302278,0.516416763
Hotline is a film that starred which psychic spokeswoman?,"[""[' The film stars Miss Cleo, Jeff Ragsdale, Jamie Blaine, and Tonya Jone Miller.Youree Dell Harris (August 12, 1962 â€“ July 26, 2016) was an American television personality best known as Miss Cleo, a spokeswoman for a psychic pay-per-call service from 1997 to 2003.']""]","The film ""Hotline"" starred Miss Cleo, who was a famous psychic spokeswoman.",Youree Dell Harris,0.5,0.728687741,0.407196271
Have Abbas Kiarostami and Stuart Baird both produced films?,"[""['Abbas Kiarostami (Persian: Ø¹Ø¨Ø§Ø³ Ú©ÛŒØ§Ø±Ø³ØªÙ…ÛŒ\\u200e \\u200e ; 22 June 1940 â€“ 4 July 2016) was an Iranian film director, screenwriter, photographer and film producer.Stuart Baird (born 30 November 1947) is an English film editor, producer, and director who is mainly associated with action films.']""]","Yes, both Abbas Kiarostami and Stuart Baird have produced films.",yes,1,0.604857979,0.796625699
"What is the birthdate of this American television executive and media consultant, who was a media consultant and for whom Gabriel Sherman wrote a biography?","['[\'Gabriel Sherman is an American author. In 2014, he wrote a biography about Fox News Channel president Roger Ailes called ""The Loudest Voice in the Room: How the Brilliant, Bombastic Roger Ailes Built Fox News â€“ and Divided a Country"", which debuted at #9 on The New York Times Bestseller list.Roger Eugene Ailes (May 15, 1940 â€“ May 18, 2017) was an American television executive and media consultant.\']']","Roger Ailes was born on May 15, 1940.","May 15, 1940",1,0.288601155,
"Finnair, the largest airline of Finland, is a member of what airline alliance founded on February 1, 1999?","['[\'Oneworld (marketed as oneworld; CRS: *O) is an airline alliance founded on 1 February 1999.Finnair (Finnish: ""Finnair Oyj"" , Swedish: ""Finnair Abp"" ) is the flag carrier and largest airline of Finland, with its headquarters in Vantaa on the grounds of Helsinki Airport, its main hub.\']']","Finnair is a member of the Oneworld airline alliance, founded on February 1, 1999.",Oneworld,1,0.164728419,0.68843713
within which ancient kingdom located in present-day Eritrea is Aksumite currency used ,"[""['Aksumite currency was coinage produced and used within the Kingdom of Aksum (or Axum) centered in present-day Eritrea and the Tigray Region of Ethiopia.The Kingdom of Aksum (also known as the Kingdom of Axum, or the Aksumite Empire) was an ancient kingdom located in present-day Eritrea and the Tigray Region of Ethiopia.']""]","The Aksumite currency was used within the Kingdom of Aksum, located in present-day Eritrea.",Kingdom of Aksum,1,0.643758128,0.896670902
Which Canadian team is the former coach of the 2003 Hawaii Warriors football team now coaching?,"[""['The 2003 Hawaii Warriors football team represented the University of Hawaii at Manoa in the 2003 NCAA Division I-A football season. The Warriors capped off their second straight winning season, and the fourth in five seasons, under head coach June Jones with a bowl win.June Sheldon Jones III (born February 19, 1953) is an American football coach and former player, currently serving as a head coach of the Hamilton Tiger-Cats of the Canadian Football League (CFL).']""]","The former coach of the 2003 Hawaii Warriors football team, June Jones, is currently coaching the Hamilton Tiger-Cats.",Hamilton Tiger-Cats,1,0.531121434,0.881279547
Who portrayed Nevil Shed in the movie based on a true story surrounding the events leading to the 1966 NCAA University Division Basketball Championship?,"['[\'Al Shearer (born August 14, 1977) is an American actor. He portrayed Nevil Shed in the 2006 Disney blockbuster ""Glory Road (film)"", produced by Jerry Bruckheimer.Glory Road is a 2006 American sports drama film directed by James Gartner, based on a true story surrounding the events leading to the 1966 NCAA University Division Basketball Championship (the historic name for what is now known as the NCAA Division I Men\\\'s Basketball Tournament).\']']","Al Shearer portrayed Nevil Shed in the movie ""Glory Road"".",Al Shearer,1,0.634471042,0.52549116
Fire Squad is from the album released on what date?,"['[\'""Fire Squad"" is a song by American rapper J. Cole, taken from his third album, ""2014 Forest Hills Drive"". It was released on December 9, 2014, by Roc Nation, Dreamville Records and Columbia Records.\']']","Fire Squad is from the album released on December 9, 2014.","December 9, 2014",1,0.547098532,0.594549444
"What is the name of the local government area near Kersbrook, South Australia?","[""['Kersbrook is a town near Adelaide, South Australia. It is located in the Adelaide Hills Council local government area.Adelaide Hills Council is a local government area in the Adelaide Hills of South Australia.']""]","The local government area near Kersbrook, South Australia is the Adelaide Hills Council.",Adelaide Hills Council,1,0.98532841,0.943847616
"Of the cities Abdiel VÃ¡zquez has lived in, which one was the capital of Nuevo Leon?","[""[' Vazquez grew up just outside the city of Monterrey to a doctor and an engineer.Monterrey (] ), is the capital and largest city of the northeastern state of Nuevo LeÃ³n, in Mexico.']""]","Monterrey, the city Abdiel VÃ¡zquez grew up near, is the capital of Nuevo LeÃ³n.",Monterrey,1,0.417448855,0.554331329
To whom did J. Walter Duncan sell the USFL team who played home games at Giants Stadium in 1983?,"[""[' In 1983, he became owner of the New Jersey Generals, he sold the team to Donald Trump after the 1983 USFL season. Home games were played at Giants Stadium in East Rutherford, New Jersey, which was called The Meadowlands for Generals games.']""]",Donald Trump,Donald Trump,1,0.45415035,1
What genre is the Dumb and Dumber Moive?,"['[\'Dumb and Dumber To is a 2014 American comedy film co-written and directed by Bobby and Peter Farrelly. The Farrelly brothers are mostly famous for directing and producing gross-out humor romantic comedy films such as ""Dumb and Dumber"", ""Shallow Hal"", ""Me, Myself and Irene"", ""There\\\'s Something About Mary"" and the 2007 remake of ""The Heartbreak Kid"".\']']",The genre of 'Dumb and Dumber' is comedy.,gross-out humor,1,0.905391183,0.678630216
Which Magnolia actor was also a United States Navy Combat veteran in World War II?,"[""[' The film stars Jeremy Blackman, Tom Cruise, Melinda Dillon, Philip Baker Hall, Philip Seymour Hoffman, Ricky Jay, William H. Macy, Alfred Molina, Julianne Moore, John C. Reilly, Jason Robards and Melora Walters, and is a mosaic of interrelated characters in search of happiness, forgiveness and meaning in the San Fernando Valley. He was also a United States Navy combat veteran of World War II.']""]","Jason Robards, an actor in Magnolia, was a United States Navy combat veteran of World War II.",Jason Robards,1,0.476396273,0.65883277
What sitcom aired on NBC and Yahoo had a character named Michelle Slater (played by American actress Lauren Stamile)?,"['[\'Lauren Stamile (born September 12, 1976) is an American actress. She is best known for portraying Nurse Rose on the ABC series ""Grey\\\'s Anatomy"", Michelle Slater on the NBC series ""Community"", and CIA Agent Dani Pearce on the USA Network series ""Burn Notice"".Community is an American television sitcom created by Dan Harmon that aired on NBC and Yahoo! Screen from September 17, 2009 to June 2, 2015.\']']","The sitcom ""Community"", which aired on NBC and Yahoo! Screen, had a character named Michelle Slater played by American actress Lauren Stamile.",Community,1,0.810551584,0.59103005
The satellite Bianca is named after the sister of Katherine in a Shakespeare's play believed to be written between what years?,"['[\' It was named after the sister of Katherine in Shakespeare\\\'s play ""The Taming of the Shrew"".The Taming of the Shrew is a comedy by William Shakespeare, believed to have been written between 1590 and 1592.\']']",1590-1592,1590 and 1592,0.5,0.326620866,0.969562107
