question,contexts,answer,ground_truth,faithfulness,answer_relevancy,answer_correctness
Secret in their Eyes stars a British actor who enrolled at the Nationial Youth Theater in 1995 and gained a scholarship to where?,"[' The film stars Chiwetel Ejiofor, Nicole Kidman, Julia Roberts, Dean Norris, and Michael Kelly.Chiwetel Umeadi Ejiofor, CBE ( ; born 10 July 1977) is a British actor. After enrolling at the National Youth Theatre in 1995, and gaining a scholarship to the London Academy of Music and Dramatic Art, at age 19 and three months into his course, Ejiofor was cast by Steven Spielberg to play a supporting role in the film ""Amistad"" (1997) as James Covey.']", London Academy of Music and Dramatic Art (LAMDA),London Academy of Music and Dramatic Art,1,0.224593,0.726658893
"Achuguayo is the god of what religion in Tenerife, the largest and most populated island of the seven Canary Islands?",['Achuguayo is the god of the Moon in Guanche religion in Tenerife.Tenerife ( ; ] ) is the largest and most populated island of the seven Canary Islands.'], Achuguayo is the god of the Guanche religion in Tenerife.,Moon in Guanche,1,0.647053487,0.461285338
"What school were Hryhoriy Veryovka and the composer of ""Carol of the Bells"" faculty members at? ","[' Veryovka was also a professor of conducting at the Kyiv Conservatory, where he worked alongside faculty including Boleslav Yavorsky, Oleksandr Koshyts, Mykola Leontovych, and Mykhailo Verykivsky. He is recognized for composing ""Shchedryk"" in 1904 (which premiered in 1916), known to the English-speaking world as ""Carol of the Bells"" or ""Ring, Christmas Bells"".']", Kyiv Conservatory,Kyiv Conservatory,1,0.363990004,1
Which political ideology was the premise of The National Action Party?,"['The National Action Party, or simply National Action (Spanish: ""AcciÃ³n Nacional"" ), was a Chilean right-wing political party of nationalist ideology.Nationalism is a range of political, social, and economic systems characterized by promoting the interests of a particular nation, particularly with the aim of gaining and maintaining self-governance, or full sovereignty, over the group\'s homeland.']", Nationalism,Nationalism,1,0.420706112,1
"In what year was the band behind ""Doncamatic"" created?","['""Doncamatic"" is a single by British alternative band Gorillaz.Gorillaz are an English virtual band created in 1998 by musician Damon Albarn and artist Jamie Hewlett.']",1998,1998,1,0.367948829,1
Who produced the album that has Exit as the tenth track? ,"[' It is the tenth track on their 1987 album ""The Joshua Tree"". It was produced by Daniel Lanois and Brian Eno, and was released on 9 March 1987 on Island Records.']", Daniel Lanois and Brian Eno,Daniel Lanois and Brian Eno,1,0.373292338,1
What country is San Antonio del Monte in technically? ,"['""San Antonio del Monte is also a subdivision of GarafÃ\xada in the island of La Palma in the Canary Islands""The Canary Islands ( ; Spanish: ""Las Islas Canarias"" ] , ] ) also known as The Canaries (Spanish: ""Las Canarias"" ), are an archipelago and autonomous community of Spain located on the Atlantic Ocean, 100 km west of Morocco.']", Spain,Spain,1,0.433290549,1
Which of the following has hosted cover models Kim Kardashian and Katy Perry: Paper or Heeb?,"['Paper, stylized as PAPER, is a New York City-based independent magazine focusing on fashion, popular culture, nightlife, music, art and film. Past cover models include Kim Kardashian, Demi Lovato, Katy Perry, Miley Cyrus, Prince, CL, and Jennifer Lopez.Heeb is a Jewish website (and from 2001 to 2010, a quarterly magazine) aimed predominantly at young Jews.']", Paper,Paper,1,0.386855841,1
"Which Canadian-American actress, born in 1954, stars in Where the Wild Things Are?","[' The film stars Max Records and features the voices of James Gandolfini, Paul Dano, Lauren Ambrose, Forest Whitaker, Catherine O\'Hara, and Chris Cooper.Catherine Anne O\'Hara {\'1\': "", \'2\': "", \'3\': "", \'4\': ""} (born March 4, 1954) is a Canadian-American actress, writer, and comedian.']", Catherine Anne O'Hara,Catherine O'Hara,0.666666667,0.621170407,0.983497579
The graduate medical school of which Spaulding Rehabilitation Hospital is a part is located in which neighborhood of which city?,"[' Zafonte is the chairperson of the Department of Physical Medicine and Rehabilitation (PM&R) at Spaulding Rehabilitation Hospital, Harvard Medical School in Boston, Massachusetts and the chief of physical medicine & rehabilitation at Massachusetts General Hospital. It is located in the Longwood Medical Area of the Mission Hill neighborhood of Boston, Massachusetts.']"," Harvard Medical School's Longwood Medical Area is located in the Mission Hill neighborhood of Boston, Massachusetts.",the Mission Hill neighborhood of Boston,1,0.45536675,0.517770671
Are Prevention and Drum! both American magazines?,"['Prevention is an American healthy lifestyle magazine, started in 1950, and published by Rodale Press in Emmaus, Pennsylvania, in the United States.DRUM!']"," Yes, both are American magazines.",yes,0.5,0.956481917,0.536108011
"Four Darks in Red is shown in Mark Rothko's mural projects for what skyskraper, that is located at 375 Park Avenue in Manhattan?","[""Four Darks in Red shows Mark Rothko's often used axis of black, brown and red, which is in a number of his easel paintings and in the mural projects for the Seagram Building.The Seagram Building is a skyscraper, located at 375 Park Avenue, between 52nd Street and 53rd Street in Midtown Manhattan, New York City.""]", The Seagram Building,Seagram Building,1,0.704237136,0.993263917
Ibou Omar Touray plast as a left back for a professional football club that plays in what leauge?,"['Ibou Omar Touray (born 24 December 1994) is a footballer who plays for Salford City, as a left back.Salford City Football Club is a professional football club in the Kersal area of Salford, Greater Manchester, England, which plays in National League North, the sixth tier of English football.']", National League North,National League North,1,0.331592612,1
What is the type of particle of the concept that was proposed by the Soviet physicist who also discovered the theory of superfluidity?,"['A polaron is a quasiparticle used in condensed matter physics to understand the interactions between electrons and atoms in a solid material. The polaron concept was first proposed by Lev Landau in 1933 to describe an electron moving in a dielectric crystal where the atoms move from their equilibrium positions to effectively screen the charge of an electron, known as a phonon cloud. His accomplishments include the independent co-discovery of the density matrix method in quantum mechanics (alongside John von Neumann), the quantum mechanical theory of diamagnetism, the theory of superfluidity, the theory of second-order phase transitions, the Ginzburgâ€“Landau theory of superconductivity, the theory of Fermi liquid, the explanation of Landau damping in plasma physics, the Landau pole in quantum electrodynamics, the two-component theory of neutrinos, and Landau\'s equations for ""S"" matrix singularities.']", Quasiparticle (Polaron),quasiparticle,0.5,0.212065025,0.946078938
Who Killed Nelson Nutmeg? starred the actress who played what role in the Harry Potter series?,"[' is a 2015 British independent family film written and directed by Tim Clague and Danny Stack and starring Bonnie Wright.Bonnie Francesca Wright (born 17 February 1991) is a British actress, film director and model. She is best known for playing the role of Ginny Weasley in the ""Harry Potter"" film series, based on the ""Harry Potter"" novel series by British author J. K. Rowling.']"," Bonnie Wright, who played Ginny Weasley in the Harry Potter series, starred in ""Who Killed Nelson Nutmeg?""",Ginny Weasley,0.5,0.372727407,0.747030284
"Rosemary Pauline ""Rose"" West, is a British serial killer, now an inmate at HMP Low Newton, Brasside, Durham, after being convicted of ten murders in 1995, her husband, named what,an English serial killer who committed at least 12 murders between 1967 and 1987 in Gloucestershire, the majority with his wife, committed suicide in prison while awaiting trial ?","[' Her husband Fred, who committed suicide in prison while awaiting trial, is believed to have collaborated with her in the torture and murder of at least nine young women between 1973 and 1987, whereas Rose was judged to have murdered her 8-year-old stepdaughter, Charmaine, in 1971.Frederick Walter Stephen West (29 September 1941 â€“ 1 January 1995) was an English serial killer who committed at least 12 murders between 1967 and 1987 in Gloucestershire, the majority with his second wife, Rosemary West.']"," Yes, Fred West.",Frederick Walter Stephen West,0.714285714,0.37929078,0.707186389
"Which pilot was born earlier, Klaus-Dietrich Flade or Philippe Perrin?","['Klaus-Dietrich Flade (born August 23, 1952) is a German pilot and former German Aerospace Center astronaut who visited the Mir space station in 1992 aboard the Soyuz TM-14 mission, returning to Earth a week later aboard Soyuz TM-13.Philippe Perrin (Colonel, French Air Force) (born January 6, 1963) is a French test pilot and former CNES and European Space Agency astronaut.']", Klaus-Dietrich Flade was born earlier.,Klaus-Dietrich Flade,0,0.717633333,0.704002843
"Which competitor to ""Strange Stories"" was edited by John W. Campbell?","[' ""Strange Stories"" was a competitor to the established leader in weird fiction, ""Weird Tales"". With the launch, also in 1939, of the well-received ""Unknown"", ""Strange Stories"" was unable to compete.Unknown (also known as Unknown Worlds) was an American pulp fantasy fiction magazine, published from 1939 to 1943 by Street & Smith, and edited by John W. Campbell.']"," Unknown (or Unknown Worlds) was the competitor to ""Strange Stories"" that was edited by John W. Campbell.","""Unknown""",1,0.98579824,0.638986203
WIND ranks behind which Rome-based telecommunications company?,"[' Wind Italy has 21.6 million mobile customers with a market share of 22.9% (placing itself behind TIM and Vodafone Italy) and 2.8 million customers on fixed lines with a market share of 13.2% (that makes it the second largest fixed line operator, behind TIM).Telecom Italia is an Italian telecommunications company headquartered in Rome, which provides telephony services, mobile services, and DSL data services.']", Telecom Italia (TIM),Telecom Italia,1,0.602186472,0.960374527
What was the film in which the Black Reel Award for Outstanding Actor recipient was cast as James Covey?,"[' Chiwetel Ejiofor is also a multiple winner in this category with 2 wins. After enrolling at the National Youth Theatre in 1995, and gaining a scholarship to the London Academy of Music and Dramatic Art, at age 19 and three months into his course, Ejiofor was cast by Steven Spielberg to play a supporting role in the film ""Amistad"" (1997) as James Covey.']"," The film where Chiwetel Ejiofor played James Covey is ""Amistad"".",Amistad,1,0.645309536,0.896656986
When was the Italian general and air power theorist dies who's theories strong opponent was Amedeo Mecozzi?,"['Amedeo Mecozzi (17 January 1892 â€“ 2 November 1971) was an Italian fighter ace of World War I, a general of the Italian Regia Aeronautica and a military theorist credited as the founding father of the ""Attack air force"" doctrine, which made him a strong opponent to general Giulio Douhet\'s theories.General Giulio Douhet (30 May 1869 â€“ 15 February 1930) was an Italian general and air power theorist.']"," Giulio Douhet died on February 15, 1930.",15-Feb-30,1,0.402575064,0.648311858
"In addition to composing and singing, Avadhoot Gupte also directed which 2015 musical film starring Santosh Juvekar and Tejaswini Pandit?","['Ek Tara is a 2015 Musical, Drama Marathi language film directed by Avadhoot Gupte.Avadhoot Gupte is an Indian music composer and singer who is popularly known for his work in the Marathi film and music industry.']", Ek Tara is the 2015 Musical Film directed by Avadhoot Gupte that stars Santosh Juvekar and Tejaswini Pandit.,Ek Tara,0.5,0.844576006,0.666761391
"War Front, is an American Thoroughbred racehorse, in 2006 he won which American Thoroughbred horse race held annually near the end of July at Saratoga Race Course in Saratoga Springs, New York?","[' In 2006 he won the Alfred G. Vanderbilt Handicap and finished second in the Forego Handicap and Vosburgh Stakes.The Alfred G. Vanderbilt Handicap is an American Thoroughbred horse race held annually near the end of July at Saratoga Race Course in Saratoga Springs, New York.']",2006 Alfred G. Vanderbilt Handicap,Alfred G. Vanderbilt Handicap,1,0.409321994,0.613195657
Are Kaempferia and Wulfenia both types of plant?,['Kaempferia is a genus of plants in the ginger family.Wulfenia is a plant genus in the family Plantaginaceae.']," Yes, they are both types of plants.",yes,1,0.961162667,0.796413431
Scholar and educator  Isaac S.D. Sassoon is a member of the Sassoon family because of their great wealth they accumulated they are also called what?,"['Isaac S. D. Sassoon is an observant Sephardic rabbi (hakham), scholar and educator.The Sassoon family, known as ""Rothschilds of the East"" due to the great wealth they accumulated in trade, is of Baghdadi Jewish descent and international renown.']", Rothschilds of the East,"""Rothschilds of the East""",0.5,0.604014636,0.838674939
"Who was born first, Stan Wawrinka or Sandy Mayer?","['Stanislas Wawrinka (] ; born 28 March 1985) is a Swiss professional tennis player.Alexander ""Sandy"" Mayer (born April 5, 1952) is a former tennis player from the United States, who won ten titles in singles and twenty-four titles in doubles during his professional career.']", Sandy Mayer was born first.,"Alexander ""Sandy"" Mayer",1,0.85460301,0.552178022
Who is an English footballer who plays as a midfielder for the club originally known as Kirkham & Wesham?,"['Andrew Mark Bond (born 16 March 1986) is an English footballer who plays as a midfielder for AFC Fylde. Originally known as Kirkham & Wesham following a merger of Kirkham Town and Wesham in 1988, the club adopted its current name in 2008 after winning the FA Vase.']", Andrew Mark Bond,Andrew Mark Bond,0.5,0.168435625,0.75
 Paul Machliss is a film editor who has worked on a comic science fiction film directed by who?,"['Paul Machliss (born 1972) is an Australian film and television editor. He has worked on TV series such as ""Black Books"" and ""The IT Crowd"", as well as on Edgar Wright\'s television series ""Spaced"" and feature films ""Scott Pilgrim vs. the World"" (2010), ""The World\'s End"" (2013), and ""Baby Driver"" (2017).The World\'s End is a 2013 British-American comic science fiction film directed by Edgar Wright, written by Wright and Simon Pegg, and starring Pegg, Nick Frost, Paddy Considine, Martin Freeman, Eddie Marsan and Rosamund Pike.']", Edgar Wright,Edgar Wright,1,0.325079237,0.625
"Which actress who starred in ""About Last Night..."" endorsed the Werewolf Diet?","[' Celebrities that have endorsed the diet include Demi Moore and Madonna. Her first film to become both a critical and commercial hit was ""About Last Night..."" (1986), which established her as a Hollywood star.']"," Madonna endorsed the diet, not Demi Moore.",Demi Moore,0,0.408520602,0.458866146
"What American actor and comedian known for playing the role of Newman in Seinfeld, also stars in the series The Exes on TV Land?","['The first season of the TV Land original sitcom ""The Exes"" premiered on November 30, 2011 and ended February 1, 2012. The series stars Donald Faison, Wayne Knight, Kristen Johnston, David Alan Basche and Kelly Stables.Wayne Elliot Knight (born August 7, 1955) is an American actor and comedian. He is known for playing Newman in the TV sitcom ""Seinfeld"" (1992â€“1998) and Officer Don Orville in ""3rd Rock from the Sun"" (1996â€“2001).']", Wayne Knight,Wayne Knight,1,0.184255241,1
The Most Outsanding Player of the 2007 NCAA tournament was traded to which team during the 2010â€“11 Denver Nuggets season?,"[""The 2010â€“11 Denver Nuggets season was the 44th season of the franchise, its 35th in the National Basketball Association (NBA). The blockbuster trade also sent Chauncey Billups, Anthony Carter, Renaldo Balkman, Shelden Williams and Corey Brewer to the Knicks for Wilson Chandler, Danilo Gallinari, Raymond Felton, Timofey Mozgov, Kosta Koufos, New York's first round pick in the 2014 draft and Golden State's second round picks in 2012 and 2013. He was named Most Outstanding Player of the 2007 NCAA tournament.""]"," The Most Outstanding Player of the 2007 NCAA tournament, Chauncey Billups, was traded to the Denver Nuggets during the 2010-11 season.",the Knicks,1,0.738585154,0.590411178
"What is the name of the South Korean model and actor, who starred in Who Are You: School 2015?","['Who Are You: School 2015 (Hangul: í›„ì•„ìœ\xa0: í•™êµ\x90 2015 ; RR: ""Huayu: Hakgyo 2015 "" ) is a South Korean television series, starring Kim So-hyun, Nam Joo-hyuk, and Yook Sung-jae.Nam Joo-hyuk (born February 22, 1994) is a South Korean model and actor.']", Nam Joo-hyuk,Nam Joo-hyuk,1,0.856557859,1
Which actor starred in a 2000 Korean film written and directed by Kim Ki-duk?,"['Kim Yu-seok (born September 22, 1966) is a South Korean actor. He starred in the films ""The Power of Kangwon Province"" (1998), ""The Isle"" (2000), ""Possible Changes"" (2005), ""Long and Winding Road"" (2006), and ""Family Matters"" (2006), as well as the television series ""Reservation for Love"" (2002), ""Thank You, My Life"" (2006), ""My Lovely Fool"" (2006), ""White Lies"" (2008) and ""The King\'s Dream"" (2012).The Isle is a 2000 South Korean film written and directed by Kim Ki-duk, his fifth film, and the first to receive wide international acclaim for his now recognizable style.']", Kim Yu-seok,Kim Yu-seok,1,0.51987784,0.75
In how many countries did a song written by Rolf Magnus Joakim Larsson go to the number one spot?,"['Rolf Magnus Joakim Larsson (born 19 August 1963), better known as Joey Tempest, is a Swedish singer, lead singer, and main songwriter of the rock band Europe.""The Final Countdown"" is a song by Swedish rock band Europe, released in 1986. Written by Joey Tempest, it was the first single from the band\'s third studio album, also named ""The Final Countdown"". The song reached No. 1 in 25 countries, including the United Kingdom, and was certified gold in the United Kingdom in 1986.']",25 countries,25,1,0.6811978,0.866430709
Kim Jong-chul's older half-brother was thought to have fallen out of favour after embarrassing the regime in 2001 with a failed attempt to visit where?,"[""Kim Jong-chul (born 25 September 1981) is a son of North Korean Kim Jong-il. His older half-brother was Kim Jong-nam.Kim Jong-nam (ChosÅ\x8fn'gÅ\xadl: ê¹€ì\xa0•ë‚¨ ; Hancha: é‡‘æ\xad£ç”· , ] or ] ] ; 10 May 1971 â€“ 13 February 2017) was the eldest son of North Korean leader Kim Jong-il. He was thought to have fallen out of favour after embarrassing the regime in 2001 with a failed attempt to visit Tokyo Disneyland with a false passport, although Kim said his loss of favour was due to advocating reform.""]", Tokyo Disneyland,Tokyo Disneyland,1,0.662244836,1
What French director directed the silent films The Christmas Dream and The Impossible Voyage?,"['The Christmas Dream (French: RÃªve de NoÃ«l ) is a 1900 French short silent Christmas film directed by Georges MÃ©liÃ¨s. He was also one of the first filmmakers to use storyboards. His films include ""A Trip to the Moon"" (1902) and ""The Impossible Voyage"" (1904), both involving strange, surreal journeys somewhat in the style of Jules Verne, and are considered among the most important early science fiction films, though their approach is closer to fantasy.']", Georges Mélies,The Christmas Dream (French: RÃªve de NoÃ«l ) is a 1900 French short silent Christmas film directed by Georges MÃ©liÃ¨s,1,0.666776741,0.640785961
Are Alfred L. Werker and Merian C. Cooper both directors?,"['Alfred L. Werker (December 2, 1896 â€“ July 28, 1975) was a film director whose work in movies spanned from 1917 through 1957.Merian Caldwell Cooper (October 24, 1893 â€“ April 21, 1973) was an American aviator, United States Air Force and Polish Air Force officer, adventurer, screenwriter, film director, and producer.']", Yes,yes,0.5,0,1
Which Argentine actress won the Best Actress award at the Moscow International Film Festival in 1977 for her role in Crazy Women?,"['Crazy Women (Spanish: ""Las locas"" ) is a 1977 Argentine drama film written by JosÃ© P. Dominiani and directed by Enrique Carreras. It was entered into the 10th Moscow International Film Festival where Mercedes Carreras won the award for Best Actress.Mercedes Carreras (born 22 September 1940) is an Argentine actress. She won the award for Best Actress for her role in ""Crazy Women"" at the 10th Moscow International Film Festival.']", Mercedes Carreras,Mercedes Carreras,1,0.267537884,0.75
"What film, that was written and directed by Brad Bird, did Spencer Fox act in?","['Spencer Fox (born May 10, 1993) is an American actor, voice actor, singer, musician and comedian. He is best known for his role as Dash Parr in the 2004 film ""The Incredibles"".The Incredibles is a 2004 American computer-animated superhero film written and directed by Brad Bird, produced by Pixar Animation Studios, and released by Walt Disney Pictures.']", The Incredibles (2004),The Incredibles,1,0.23306074,0.95052581
The Eagle's Brood starred which film actor who also played the role of Hopalong Cassidy?,"[' The film stars William Boyd, James Ellison, William Farnum, George ""Gabby"" Hayes, Addison Richards, Nana Martinez and Frank Shannon.William Lawrence Boyd (June 5, 1895 â€“ September 12, 1972) was an American film actor known for portraying the cowboy hero Hopalong Cassidy.']", William Boyd (Hopalong Cassidy),William Lawrence Boyd,1,0.684311386,0.694628423
What 2014 French comedy won two awards at the 20th LumiÃ¨res Awards?,"['Timbuktu"", ""La Famille BÃ©lier"" and ""Love at First Fight"" won two awards each.Love at First Fight (French: Les Combattants ) is a 2014 French romantic comedy film directed by Thomas Cailley.']", Love at First Fight (Les Combattants),Love at First Fight,0.5,0.711552867,0.694114044
"Who was born first, Kevin Curren or Martina Navratilova?","['Kevin Melvyn Curren (born 2 March 1958) is a South African-American former professional tennis player.Martina Navratilova (Czech: ""Martina NavrÃ¡tilovÃ¡"" ] ; born Martina Å\xa0ubertovÃ¡ ] ; October 18, 1956) is a former Czechoslovak and later American tennis player and coach.']", Martina Navratilova was born first.,Martina Navratilova,0,0.930963307,0.701439337
"Rock im Park 2001 is a live album and DVD by the American nu metal band Limp Bizkit, released in 2008,  it features a performance from June 1, 2001 by the band at which festival in Nuremberg, that are two simultaneous rock music festivals held annually?","[' Released in 2008, it features a performance from June 1, 2001 by the band at the Rock im Park festival in Nuremberg, Germany.The Rock am Ring (German: ""Rock at the Ring"" ) and Rock im Park (German: ""Rock in the Park"" ) festivals are two simultaneous rock music festivals held annually.']", Rock im Park (in Nuremberg),Rock im Park,0.666666667,0.580407499,0.539404509
Who collaborated with the American violinist considered on of the greatest on the album West Meets East?,"['West Meets East is an album by American violinist Yehudi Menuhin and Indian sitar virtuoso Ravi Shankar, released in Britain in January 1967. He is widely considered one of the greatest violinists of the 20th century.']"," Ravi Shankar, an Indian sitar virtuoso, collaborated with the American violinist considered one of the greatest on the album ""West Meets East"".",Ravi Shankar,1,0.685436477,0.556294178
"Annie Lenox wrote ""Julia"" that was the soundtrack to what film?","['""Julia"" is a song performed by British pop duo Eurythmics. It was written by group members Annie Lennox and David A. Stewart for their album ""1984 (For the Love of Big Brother)"", which served as the soundtrack to the film ""Nineteen Eighty-Four"", an adaptation of the political novel ""Nineteen Eighty-Four"" by George Orwell.Ann ""Annie"" Lennox, (born 25 December 1954) is a Scottish singer, songwriter, political activist and philanthropist. After achieving moderate success in the late 1970s as part of the new wave band The Tourists, she and fellow musician David A. Stewart went on to achieve major international success in the 1980s as Eurythmics.']"," ""Nineteen Eighty-Four""",Nineteen Eighty-Four,1,0.156398289,0.738404228
What is the title of one of Pippi in the South Seas writers books?,"['Pippi in the South Seas (original title: ""Pippi LÃ¥ngstrump pÃ¥ de sju haven"") is a 1970 Swedish movie, based on the eponymous children\'s books by Astrid Lindgren with the cast of the 1969 TV series ""Pippi Longstocking"".Astrid Anna Emilia Lindgren (born Ericsson; ] ; 14 November 1907 â€“ 28 January 2002) was a Swedish writer of fiction and screenplays. She is best known for children\'s book series featuring Pippi Longstocking, Emil i LÃ¶nneberga, Karlsson-on-the-Roof, and the Six Bullerby Children (""Children of Noisy Village"" in the US), as well as the children\'s fantasy novels ""Mio, My Son"", ""Ronia the Robber\'s Daughter"", and ""The Brothers Lionheart"".']"," One of Astrid Lindgren's books featuring Pippi in the South Seas is titled ""Pippi LÃ¥ngstrump pÃ¥ de sju haven"" (original Swedish title). In English, it translates to ""Pippi Longstocking at the Seven Seas"".","""The Brothers Lionheart"".",0.5,0.810046943,0.292497094
What year was the composer born that was responsible for the music and lyrics for the Doctor Dolittle musical?,"[""Doctor Dolittle is a stage musical with book, music and lyrics by Leslie Bricusse, based on the 1967 movie of the same name and the children's stories by Hugh Lofting about the adventures of a doctor who learns to speak the language of various animals and treats them as patients.Leslie Bricusse (born 29 January 1931) is an English composer, lyricist, and playwright, most prominently working in musicals and also film theme songs.""]",1931,1931,1,0.356483917,1
Which stock exchange located in Hong Kong was Bank of China was listed on in 2002?,"[' It was established on 1 October 2001 from a merger of 12 subsidiaries and associates of the Bank of China in Hong Kong, and listed on the Hong Kong Stock Exchange in October 2002.The Stock Exchange of Hong Kong Limited (SEHK) is a stock exchange located in Hong Kong.']", The Bank of China was listed on the Stock Exchange of Hong Kong (SEHK) in 2002.,Hong Kong Stock Exchange,1,0.918544789,0.911431498
What is the pronunciation of the studio album that included the song written by Ed Sheeran and Johnny McDaid?  ,"['x (pronounced ""multiply"") is the second studio album by English singer-songwriter, Ed Sheeran. Five singles were released from the album: ""Sing"", ""Don\'t"", ""Thinking Out Loud"", ""Bloodstream"" (a collaboration with Rudimental), and ""Photograph"".""Photograph"" is a song recorded by the English singer-songwriter, Ed Sheeran, for his second studio album, ""Ã—"" (2014). Sheeran wrote the song with Snow Patrol member, Johnny McDaid, who had a piano loop from which the composition developed.']"," x (pronounced ""multiply"")","""multiply""",1,0.259859824,0.927003763
Subbalakshmi's daughter won what award at Asianet Television Awards 2016?,"[' Her daughter Thara Kalyan is also an actress in Malayalam movies.Currently she is playing lead role in Malayalam Soap opera Karuthamuthu and she won ""Best Character Actress"" at Asianet Television Awards 2016']", Best Character Actress,"""Best Character Actress""",0,0.455351519,0.985725529
what was the birth year of a sociologist of science who testified for the plaintiffs in a case involving a state Board of Education?,"['Dorothy Wolfers Nelkin ((1933--) 30, 1933 â€“ (2003--) 28, 2003 ) was an American sociologist of science most noted for her work researching and chronicling the unsettled relationship between science and society at large. She was a supporter of the National Center for Science Education (NCSE), and in 1981 testified for the plaintiffs in McLean v. Arkansas.McLean v. Arkansas Board of Education, 529 F. Supp.']",1933,1933,0.5,0.412102396,1
What name is Jose RamÃ³n Gil Samaniego who starred in the 1932 American Film 'Huddle' best known as?,"['Huddle is a 1932 American Pre-Code film directed by Sam Wood and starring Ramon Novarro, Madge Evans, Ralph Graves and Una Merkel.Jose RamÃ³n Gil Samaniego, best known as RamÃ³n Novarro (February 6, 1899 â€“ October 30, 1968), was a Mexican film, stage and television actor who began his career in silent films in 1917 and eventually became a leading man and one of the top box office attractions of the 1920s and early 1930s.']", Ramon Novarro,RamÃ³n Novarro,0,0.088539712,0.890494685
What occupation do Dustin Kensrue and Jimmy Urine share?,"['Dustin Michael Kensrue (pronounced KENZ-roo) (born November 18, 1980) is a vocalist, lyricist, and rhythm guitarist in the Orange County, California, post-hardcore/experimental rock quartet Thrice, as well as a solo artist.James Euringer (born September 7, 1969), known professionally as Jimmy Urine, is an American singer, songwriter, and musician.']", Both are musicians.,singer,1,0.69389705,0.610322898
The Light That Failed is based on a novel by an author of what nationality?,"[""The Light That Failed is a 1939 drama film based on Rudyard Kipling's novel of the same name.Joseph Rudyard Kipling ( ; 30 December 1865 â€“ 18 January 1936) was an English journalist, short-story writer, poet, and novelist.""]", English,English,1,0.27113538,0.85
The Chile Pepper Institute never accepted a chili pepper that was the hybrid of what species created in England?,"['The Trinidad moruga scorpion (""Capsicum chinense"") is native to the district of Moruga in Trinidad and Tobago. According to the Chile Pepper Institute, the previous record holder was the Bhut jolokia of India, as it never accepted the Infinity chili and Naga Viper pepper that were previous record holders per Guinness World Records.The Infinity Chili pepper is a chili pepper hybrid of the ""Capsicum chinense"" species created in England by chili breeder Nick Woods of Fire Foods, Grantham, Lincolnshire.']"," The Chile Pepper Institute never accepted the Infinity Chili pepper, which is a hybrid of the ""Capsicum chinense"" species created in England.","""Capsicum chinense""",0.333333333,0.770275111,0.729664552
Are Ornithogalum and Monstera both flowering plants?,"['Ornithogalum is a genus of perennial plants mostly native to southern Europe and southern Africa belonging to the family Asparagaceae.Monstera is a genus of about 50 species of flowering plants in the arum family, Araceae, native to tropical regions of the Americas.']"," Yes, both Ornithogalum and Monstera are flowering plants.",no,0,0.980913567,0.530416326
Erin Wiedner and Monte Hellman are both American film directors?,"['Erin Wiedner (born in Mill Valley, California) is an American independent filmmaker, director and cinematographer.Monte Hellman (born July 12, 1932) is an American film director, producer, writer, and editor.']", Yes,yes,1,0.636023228,1
The book Spinoza includes a foreword by a philosopher born in which year ?,"[' The work includes a foreword by the philosopher A. J. Ayer, while a new introduction was added to the 1987 edition.Sir Alfred Jules ""Freddie"" Ayer, FBA ( ; 29 October 1910 â€“ 27 June 1989), usually cited as A. J. Ayer, was a British philosopher known for his promotion of logical positivism, particularly in his books ""Language, Truth, and Logic"" (1936) and ""The Problem of Knowledge"" (1956).']",1910,1910,0.5,0.148255366,1
Are both Hattiesburgâ€“Laurel Regional Airport and John Wayne Airport located in the same state?,"['Hattiesburgâ€“Laurel Regional Airport (IATA: PIB, ICAO: KPIB, FAA LID: PIB) , nicknamed Airport City, is a public airport located in Jones County, Mississippi.John Wayne Airport (IATA: SNA, ICAO: KSNA, FAA LID: SNA) is an international airport in Orange County, California, United States, with its mailing address in the city of Santa Ana, hence the IATA airport code.']"," No, they are not located in the same state. Hattiesburg-Laurel Regional Airport is in Mississippi, while John Wayne Airport is in California.",no,1,0.98530975,0.667066792
Happy Birthday is a mixtape  that features a rapper who earned what in 2010?,"['Happy Birthday is the fourth mixtape released by British rapper Tinie Tempah. ""Happy Birthday"" features British rappers Chipmunk, Giggs, Wretch 32, G-Frsh, Tinchy Stryder and Krept and Konan, including a variety of American rappers; Soulja Boy, J. Cole and Big Sean, along with Wiz Khalifa, Pusha T and Jim Jones on the ""Till I\'m Gone"" remix (originally released on August 29, 2011).DeAndre Cortez Way (born July 28, 1990), known professionally as Soulja Boy Tell \'Em, or simply Soulja Boy, is an American rapper, record producer, actor and entrepreneur. On August 17, Way was listed at number 18 on the ""Forbes"" list of Hip-Hop Cash Kings of 2010 for earning $7 million for that year.']",7 million dollars (according to Forbes),$7 million,1,0.345044655,0.690956597
The Allenton house fire led to the arrest of the father who was guilty of causing the deaths of how many children?,"[' The parents of the children, Mairead and Mick Philpott, along with their friend Paul Mosley, were later arrested and charged with murder.Michael ""Mick"" Philpott (born 1956) is a British father who was found guilty of causing the deaths of six of his children by arson in 2012.']", Six children,six,1,0.25509458,0.545319813
