Unnamed: 0,id,contexts,question,ground_truth,label,source_ds,answer,retrieved_documents
4895,halueval-995," The story was written by the five principal writers for the ""Superman"" titles at the time: Dan Jurgens, Karl Kesel, David Michelinie, Louise Simonson, and Roger Stern. He is known for creating the superhero Booster Gold, and for his lengthy runs on the Superman titles ""The Adventures of Superman"" and ""Superman"" (vol.",Which author of Superman: The Wedding Album is known for creating the superhero Booster Gold?,Dan Jurgens,PASS,halueval, Dan Jurgens,"[{'content': 'The story was written by the five principal writers for the ""Superman"" titles at the time: Dan Jurgens, Karl Kesel, David Michelinie, Louise Simonson, and Roger Stern. He is known for creating the superhero Booster Gold, and for his lengthy runs on the Superman titles ""The Adventures of Superman"" and ""Superman"" (vol.', 'score': -0.72265625, 'rank': 1, 'document_id': '9ad82474-15b9-4e21-9656-722f417b5185', 'passage_id': 0}]"
4896,halueval-996,"John Tardy (born March 15, 1968) is an American vocalist best known for his work with the death metal band Obituary and Tardy Brothers.Thomas Andrew Barman, normally known as Tom Barman (born 1 January 1972), is a Belgian musician and film director.","Which musician was born first, John Tardy or Tom Barman?",John Tardy,PASS,halueval, Tom Barman was born first.,"[{'content': 'John Tardy (born March 15, 1968) is an American vocalist best known for his work with the death metal band Obituary and Tardy Brothers.Thomas Andrew Barman, normally known as Tom Barman (born 1 January 1972), is a Belgian musician and film director.', 'score': 3.2109375, 'rank': 1, 'document_id': 'd8255860-a3fa-43f3-b99c-008ab99cc911', 'passage_id': 0}]"
4897,halueval-997,"The Wrekin is a hill in east Shropshire, England. It can be seen well into Staffordshire and the Black Country, and even as far as the Beetham Tower in Manchester, Winter Hill in Lancashire and Cleeve Hill in Gloucestershire.Beetham Tower (also known as the Hilton Tower) is a landmark 47-storey mixed use skyscraper in Manchester, England. At a height of 554 ft , it is the tallest building in the United Kingdom outside London and 10th tallest building in the United Kingdom.",The Wrekin is a hill that can be seen even as far as a landmark 47-storey mixed use skyscraper that is how tall?,554 ft,PASS,halueval,554 feet (Beetham Tower),"[{'content': 'The Wrekin is a hill in east Shropshire, England. It can be seen well into Staffordshire and the Black Country, and even as far as the Beetham Tower in Manchester, Winter Hill in Lancashire and Cleeve Hill in Gloucestershire.Beetham Tower (also known as the Hilton Tower) is a landmark 47-storey mixed use skyscraper in Manchester, England. At a height of 554 ft , it is the tallest building in the United Kingdom outside London and 10th tallest building in the United Kingdom.', 'score': 6.890625, 'rank': 1, 'document_id': 'e44a78eb-c93e-4fa8-9f61-0240fdab7975', 'passage_id': 0}]"
4900,halueval-1000," His only loss to date occurred on April 2, 2011 against WBO Cruiserweight champion Marco Huck.Muamer HukiÄ‡ (born 11 November 1984), best known as Marco Huck, is a German professional boxer known for his aggressive style and punching power.","Ran Nakash, is an Israeli cruiserweight boxer, his only loss to date occurred on which date, against WBO Cruiserweight champion Marco Huck, a German professional boxer known for his aggressive style and punching power?","April 2, 2011",PASS,halueval," April 2, 2011","[{'content': 'His only loss to date occurred on April 2, 2011 against WBO Cruiserweight champion Marco Huck.Muamer HukiÄ‡ (born 11 November 1984), best known as Marco Huck, is a German professional boxer known for his aggressive style and punching power.', 'score': 3.720703125, 'rank': 1, 'document_id': '16a56c67-11d4-4f6f-b070-e30b84a7952e', 'passage_id': 0}]"
4904,halueval-1004,Pandit Kishan Maharaj (Hindi: à¤•à¤¿à¤¶à¤¨ à¤®à¤¹à¤¾à¤°à¤¾à¤œ ) (3 September 1923 â€“ 4 May 2008) was an Indian tabla player who belonged to the Benares gharana of Hindustani classical music.Benares gharÄnÄ is one of the six most common styles of playing of the Indian tabla.,"Pandit Kishan Maharaj, was an Indian tabla player of Hindustani classical music, who belonged to which one of the six most common styles of playing of the Indian tabla? ",Benares gharÄnÄ,PASS,halueval, Benares gharana,"[{'content': 'Pandit Kishan Maharaj (Hindi: à¤•à¤¿à¤¶à¤¨ à¤®à¤¹à¤¾à¤°à¤¾à¤œ ) (3 September 1923 â€“ 4 May 2008) was an Indian tabla player who belonged to the Benares gharana of Hindustani classical music.Benares gharÄ\x81nÄ\x81 is one of the six most common styles of playing of the Indian tabla.', 'score': 4.50390625, 'rank': 1, 'document_id': '2a2b248e-a438-4fe4-801d-b60702b9bca4', 'passage_id': 0}]"
4905,halueval-1005," The original score and songs were composed and produced by Jan A. P. Kaczmarek. The screenplay by David Magee is based on the play ""The Man Who Was Peter Pan"" by Allan Knee.","Who composed the original score and songs of the film based on the play ""The Man Who Was Peter Pan"" by Allan Knee ?",Jan A. P. Kaczmarek,PASS,halueval, Jan A. P. Kaczmarek,"[{'content': 'The original score and songs were composed and produced by Jan A. P. Kaczmarek. The screenplay by David Magee is based on the play ""The Man Who Was Peter Pan"" by Allan Knee.', 'score': 0.34130859375, 'rank': 1, 'document_id': '88407c64-b99c-4b17-9157-234a20bc80a2', 'passage_id': 0}]"
4906,halueval-1006," The team was in 2009 not an UCI Women's Teams anymore and consisted of a mix of mountain bikers and road racers (mainly men): Rob Hayles, Ed Clancy, Ian Wilkinson, Andy Tennant, Mark McNally, Rob Partridge, Seb Batchelor, David Fletcher, Annie Last, Sharon Laws, Ian Bibby.Sharon Laws (born 7 July 1974) is a British former professional cyclist, who currently works as an environmental consultant.",Team Halfords Bikehut was the team of the British female cyclist who now works in what capacity?,environmental consultant,PASS,halueval, Environmental Consultant,"[{'content': ""The team was in 2009 not an UCI Women's Teams anymore and consisted of a mix of mountain bikers and road racers (mainly men): Rob Hayles, Ed Clancy, Ian Wilkinson, Andy Tennant, Mark McNally, Rob Partridge, Seb Batchelor, David Fletcher, Annie Last, Sharon Laws, Ian Bibby.Sharon Laws (born 7 July 1974) is a British former professional cyclist, who currently works as an environmental consultant."", 'score': 3.78515625, 'rank': 1, 'document_id': 'd5dd2044-e700-4d8c-963d-ad62a14b926a', 'passage_id': 0}]"
4907,halueval-1007,"The Outpost (Polish title: ""PlacÃ³wka"") was the first of four major novels by the Polish writer BolesÅ‚aw Prus. The author, writing in a Poland that had been partitioned a century earlier by Russia, Prussia and Austria, sought to bring attention to the plight of rural Poland, which had to contend with poverty, ignorance, neglect by the country's upper crust, and colonization by German settlers backed by Otto von Bismarck's German government.Otto Eduard Leopold, Prince of Bismarck, Duke of Lauenburg (1 April 1815 â€“ 30 July 1898), known as Otto von Bismarck (] ), was a conservative Prussian statesman who dominated German and European affairs from the 1860s until 1890.","What was the royal title of the man whose German government backed the colonization of Poland by German settlers, one ofthe factors leading to the plight of rural Poland which was the focus of the novel The Outpost?","Prince of Bismarck, Duke of Lauenburg",PASS,halueval, Otto von Bismarck was a Prince and Duke.,"[{'content': 'The Outpost (Polish title: ""PlacÃ³wka"") was the first of four major novels by the Polish writer BolesÅ‚aw Prus. The author, writing in a Poland that had been partitioned a century earlier by Russia, Prussia and Austria, sought to bring attention to the plight of rural Poland, which had to contend with poverty, ignorance, neglect by the country\'s upper crust, and colonization by German settlers backed by Otto von Bismarck\'s German government.Otto Eduard Leopold, Prince of Bismarck, Duke of Lauenburg (1 April 1815 â€“ 30 July 1898), known as Otto von Bismarck (] ), was a conservative Prussian statesman who dominated German and European affairs from the 1860s until 1890.', 'score': 7.90234375, 'rank': 1, 'document_id': 'd4fa123f-41a9-42e8-a90d-1df193de04c1', 'passage_id': 0}]"
4909,halueval-1009,"Rudolph the Red-Nosed Reindeer: The Movie is a 1998 American animated musical film about Rudolph the Red-Nosed Reindeer, who first appeared in a 1939 story by Robert L. May. It stars John Goodman, Eric Idle, Whoopi Goldberg, Debbie Reynolds, Richard Simmons and Bob Newhart.Milton Teagle ""Richard"" Simmons (born July 12, 1948) is an American fitness guru, actor, and comedian. He promotes weight-loss programs, prominently through his ""Sweatin' to the Oldies"" line of aerobics videos and is known for his eccentric, flamboyant, and energetic personality.","When was the American fitness guru, actor, and comedian born who is known for his eccentric, flamboyant, and energetic personality and also a star of Rudolph the Red-Nosed Reindeer: The Movie?","July 12, 1948",PASS,halueval," Richard Simmons was born on July 12, 1948.","[{'content': 'Rudolph the Red-Nosed Reindeer: The Movie is a 1998 American animated musical film about Rudolph the Red-Nosed Reindeer, who first appeared in a 1939 story by Robert L. May. It stars John Goodman, Eric Idle, Whoopi Goldberg, Debbie Reynolds, Richard Simmons and Bob Newhart.Milton Teagle ""Richard"" Simmons (born July 12, 1948) is an American fitness guru, actor, and comedian. He promotes weight-loss programs, prominently through his ""Sweatin\' to the Oldies"" line of aerobics videos and is known for his eccentric, flamboyant, and energetic personality.', 'score': 2.71875, 'rank': 1, 'document_id': '990b80ab-b473-4db5-b47c-a50fa1b15ed0', 'passage_id': 0}]"
4913,halueval-1013,"""Blinded"" is a song by American alternative rock band Third Eye Blind.Third Eye Blind is an American rock band formed in San Francisco in 1993.",In which city was the American alternative rock band who released the single Blinded formed?,San Francisco,PASS,halueval, San Francisco,"[{'content': '""Blinded"" is a song by American alternative rock band Third Eye Blind.Third Eye Blind is an American rock band formed in San Francisco in 1993.', 'score': 4.734375, 'rank': 1, 'document_id': 'ad99ec30-c732-487f-972f-ce2041d3a14a', 'passage_id': 0}]"
4915,halueval-1015," He is a member of the Republican Party.The Republican Party, commonly referred to as the GOP (abbreviation for Grand Old Party), is one of the two major contemporary political parties in the United States, the other being its historic rival, the Democratic Party.","John Gale, is from North Platte, Nebraska, and has served as the 26th Secretary of State of Nebraska since 2000, he is a member of the Republican Party, commonly referred to as the GOP, an abbreviation for what, is one of the two major contemporary political parties in the United States? ",Grand Old Party,PASS,halueval, Grand Old Party (GOP),"[{'content': 'He is a member of the Republican Party.The Republican Party, commonly referred to as the GOP (abbreviation for Grand Old Party), is one of the two major contemporary political parties in the United States, the other being its historic rival, the Democratic Party.', 'score': 5.74609375, 'rank': 1, 'document_id': 'a9ed2776-abfb-4607-8f41-1ad0a23bdbc2', 'passage_id': 0}]"
4916,halueval-1016,"The Million Dollar Duck (also titled as The $1,000,000 Duck) is a 1971 American comedy film produced by Walt Disney Productions about a goose that lays golden eggs scenario.A Far Off Place is a 1993 American adventure drama film based on Laurens van der Post's works ""A Far-Off Place"" (1974) and its prequel ""A Story Like the Wind"" (1972).",Are The Million Dollar Duck and A Far Off Place both American films?,yes,PASS,halueval," Yes, both are American films.","[{'content': 'The Million Dollar Duck (also titled as The $1,000,000 Duck) is a 1971 American comedy film produced by Walt Disney Productions about a goose that lays golden eggs scenario.A Far Off Place is a 1993 American adventure drama film based on Laurens van der Post\'s works ""A Far-Off Place"" (1974) and its prequel ""A Story Like the Wind"" (1972).', 'score': 6.51171875, 'rank': 1, 'document_id': '00802f6c-bd7d-48ad-9eb0-27b45c6a2547', 'passage_id': 0}]"
4918,halueval-1018,"Tony D'Amario (28 May 1961 - 29 June 2005 in Paris) was a French actor best known for his role as K2 in ""Banlieue 13"".District 13 (French title ""Banlieue 13"" or ""B13""), is a 2004 French action film directed by Pierre Morel and written and produced by Luc Besson.",Who was the director of the 2004 French action film for which Tony D'Amario is best known?,Pierre Morel,PASS,halueval, Pierre Morel,"[{'content': 'Tony D\'Amario (28 May 1961 - 29 June 2005 in Paris) was a French actor best known for his role as K2 in ""Banlieue 13"".District 13 (French title ""Banlieue 13"" or ""B13""), is a 2004 French action film directed by Pierre Morel and written and produced by Luc Besson.', 'score': 4.62890625, 'rank': 1, 'document_id': '1359ca73-2edb-4036-a03d-1ea8c8815af0', 'passage_id': 0}]"
4920,halueval-1020,"The 2007 FIFA U-20 World Cup was the sixteenth edition of the FIFA U-20 World Cup (formerly called FIFA World Youth Championship), hosted by Canada from 30 June to 22 July 2007.Sergio Leonel ""Kun"" AgÃ¼ero (] ; born 2 June 1988) is an Argentine professional footballer who plays as a striker for Premier League club Manchester City and the Argentina national team.","The 2007 FIFA U-20 World Cup was the sixteenth edition of the FIFA U-20 World Cup (formerly called FIFA World Youth Championship), hosted by Canada held during which span of dates, Argentine player Sergio AgÃ¼ero was given the FIFA U-20 Golden Shoe?",30 June to 22 July 2007,PASS,halueval,30 June 2007 to 22 July 2007,"[{'content': 'The 2007 FIFA U-20 World Cup was the sixteenth edition of the FIFA U-20 World Cup (formerly called FIFA World Youth Championship), hosted by Canada from 30 June to 22 July 2007.Sergio Leonel ""Kun"" AgÃ¼ero (] ; born 2 June 1988) is an Argentine professional footballer who plays as a striker for Premier League club Manchester City and the Argentina national team.', 'score': 2.53125, 'rank': 1, 'document_id': '09da50e2-e4ee-43ff-b9a6-206e5807511c', 'passage_id': 0}]"
4921,halueval-1021,"Brutus is a pioneering funny car driven by Jim Liberman and prepared by crew chief Lew Arrington in the middle 1960s.Russell James Liberman (September 12, 1945 - September 9, 1977) was a United States drag racer from Pennsylvania, known as ""Jungle Jim"".",What is the nickname for this United States drag racer who drove Brutus?,Jungle Jim,PASS,halueval, Jungle Jim,"[{'content': 'Brutus is a pioneering funny car driven by Jim Liberman and prepared by crew chief Lew Arrington in the middle 1960s.Russell James Liberman (September 12, 1945 - September 9, 1977) was a United States drag racer from Pennsylvania, known as ""Jungle Jim"".', 'score': 7.52734375, 'rank': 1, 'document_id': 'b85b24dd-f7b5-4aad-9c98-d7e2454195ef', 'passage_id': 0}]"
4923,halueval-1023," A first-round pick in the 2001 NFL Draft, he played professionally for the Tampa Bay Buccaneers of the NFL.The 2001 NFL draft was the 66th annual meeting of National Football League (NFL) franchises to select newly eligible football players. The draft, which is officially referred to as the ""NFL Player Selection Meeting,"" was held at the Theater at Madison Square Garden in New York City, New York on April 21â€“22, 2001.",Where was the NFL draft held in which Kenyatta Walker was selected in the first round by the Tampa Bay Buccaneers?,Theater at Madison Square Garden,PASS,halueval," The NFL draft where Kenyatta Walker was selected in the first round by the Tampa Bay Buccaneers was held at Madison Square Garden, New York City.","[{'content': 'A first-round pick in the 2001 NFL Draft, he played professionally for the Tampa Bay Buccaneers of the NFL.The 2001 NFL draft was the 66th annual meeting of National Football League (NFL) franchises to select newly eligible football players. The draft, which is officially referred to as the ""NFL Player Selection Meeting,"" was held at the Theater at Madison Square Garden in New York City, New York on April 21â€“22, 2001.', 'score': 4.6328125, 'rank': 1, 'document_id': 'e9541a11-f50a-43ed-bf6b-d0f1f4634968', 'passage_id': 0}]"
4924,halueval-1024," St Estevam is known also 'Juvem' and in the past was known as 'Shakecho Juvo' - the isle of vegetables - known for its long, seven-ridged, light green ladyfingers.Okra or okro ( or ), known in many English-speaking countries as ladies' fingers or ochro, is a flowering plant in the mallow family.","St Estevam is an Island in Ilhas, Goa, India, it is also known as 'Shakecho Juvo' - the isle of vegetables - known for its long, seven-ridged, light green ladyfingers, Okra or okro, known in many English-speaking countries as ladies' fingers or ochro, is a flowering plant in which family? ",mallow,PASS,halueval, Mallow family (Malvaceae),"[{'content': ""St Estevam is known also 'Juvem' and in the past was known as 'Shakecho Juvo' - the isle of vegetables - known for its long, seven-ridged, light green ladyfingers.Okra or okro ( or ), known in many English-speaking countries as ladies' fingers or ochro, is a flowering plant in the mallow family."", 'score': 5.6015625, 'rank': 1, 'document_id': 'cd2932fa-fca0-4c43-939e-f9c532ebe701', 'passage_id': 0}]"
4926,halueval-1026,"Aspects of Andrew Lloyd Webber is the second studio album by Australian singer Marina Prior featuring Melbourne Symphony Orchestra. From 1990 to 1993, she starred as the original Christine DaaÃ© in the Australian premiere of ""The Phantom of the Opera"", opposite Anthony Warlow and later Rob Guest.","Aspects of Andrew Lloyd Webber is the second studio album by a singer that played what role in theAustralian premiere of ""The Phantom of the Opera""? ",Christine DaaÃ©,PASS,halueval," Marina Prior, the singer whose second studio album is ""Aspects of Andrew Lloyd Webber"", played the role of Christine Daaé in the Australian premiere of ""The Phantom of the Opera"".","[{'content': 'Aspects of Andrew Lloyd Webber is the second studio album by Australian singer Marina Prior featuring Melbourne Symphony Orchestra. From 1990 to 1993, she starred as the original Christine DaaÃ© in the Australian premiere of ""The Phantom of the Opera"", opposite Anthony Warlow and later Rob Guest.', 'score': 2.896484375, 'rank': 1, 'document_id': 'e3bb9ef1-2f97-4e5c-bf18-004f11f2bff8', 'passage_id': 0}]"
4928,halueval-1028," Their golden years came in the mid-1990s, when they were managed by Slovenian football legend Branko Oblak, who came to ÄŒrnuÄe as manager in 1994.Branko Oblak (born 27 May 1947 in Ljubljana, PR Slovenia, FPR Yugoslavia) is a Slovenian football coach and former international player.",ND ÄŒrnuÄe was managed in the mid-90s by the football coach of what nationality?,Slovenian,PASS,halueval,,
4929,halueval-1029,"""State of Grace"" is a song by American singer-songwriter Taylor Swift from her fourth studio album ""Red"" (2012).""I Knew You Were Trouble"" is a song recorded by American singer-songwriter Taylor Swift for her fourth studio album, ""Red"" (2012). It was written by Swift, Max Martin and Shellback, with the production handled by the latter two.","""State of Grace"" and ""I knew You Were Trouble"" were both off of Taylor Swift's ""Red"" album, which song was written by Swift, Max Martin and Shellback?",I Knew You Were Trouble,PASS,halueval," ""I Knew You Were Trouble"" was written by Taylor Swift, Max Martin, and Shellback.","[{'content': '""State of Grace"" is a song by American singer-songwriter Taylor Swift from her fourth studio album ""Red"" (2012).""I Knew You Were Trouble"" is a song recorded by American singer-songwriter Taylor Swift for her fourth studio album, ""Red"" (2012). It was written by Swift, Max Martin and Shellback, with the production handled by the latter two.', 'score': 5.96484375, 'rank': 1, 'document_id': 'e4b9fd92-d0b9-4323-84ab-71839f98a3cd', 'passage_id': 0}]"
4930,halueval-1030,"Pre's Trail, located on the north side of the Willamette River in Eugene, Oregon, United States, popularly referred to as ""Track Town USA"", is a four-mile-long running and walking trail named after heralded University of Oregon athlete Steve Prefontaine.Steve Roland ""Pre"" Prefontaine (January 25, 1951 â€“ May 30, 1975) was an American middle and long-distance runner who competed in the 1972 Olympics. Prefontaine died in May 1975 at the age of 24 in an automobile accident in Eugene, Oregon.",Which American distance runner who died in an automobile accident in Oregon had a trail named after him?,Steve Prefontaine,PASS,halueval, Steve Prefontaine,"[{'content': 'Pre\'s Trail, located on the north side of the Willamette River in Eugene, Oregon, United States, popularly referred to as ""Track Town USA"", is a four-mile-long running and walking trail named after heralded University of Oregon athlete Steve Prefontaine.Steve Roland ""Pre"" Prefontaine (January 25, 1951 â€“ May 30, 1975) was an American middle and long-distance runner who competed in the 1972 Olympics. Prefontaine died in May 1975 at the age of 24 in an automobile accident in Eugene, Oregon.', 'score': 4.08984375, 'rank': 1, 'document_id': 'a78a7171-2e81-46e5-adba-ba2e2cd56a0f', 'passage_id': 0}]"
4931,halueval-1031," He made a name for himself in the 1960s as the featured solo trumpet player for the Bert Kaempfert orchestra, contributing memorable and melodic solos to many of Kaempfertâ€™s hits; such songs included â€œBye Bye Bluesâ€, â€œStrangers In The Nightâ€, â€œL-O-V-Eâ€ and â€œSweet Mariaâ€.Berthold Heinrich KÃ¤mpfert, (16 October 1923 â€“ 21 June 1980), better known as Bert Kaempfert, was a German orchestra leader, music producer, and songwriter.","Manfred Moch was the featured solo trumpet player of the orchestra named after which German orchestra leader, music producer, and songwriter who died on June 21, 1980?",Bert Kaempfert,PASS,halueval, Bert Kaempfert,"[{'content': 'He made a name for himself in the 1960s as the featured solo trumpet player for the Bert Kaempfert orchestra, contributing memorable and melodic solos to many of Kaempfertâ€™s hits; such songs included â€œBye Bye Bluesâ€\x9d, â€œStrangers In The Nightâ€\x9d, â€œL-O-V-Eâ€\x9d and â€œSweet Mariaâ€\x9d.Berthold Heinrich KÃ¤mpfert, (16 October 1923 â€“ 21 June 1980), better known as Bert Kaempfert, was a German orchestra leader, music producer, and songwriter.', 'score': 0.5634765625, 'rank': 1, 'document_id': '40bcf721-a596-4138-88ec-e4e72427b9f5', 'passage_id': 0}]"
4933,halueval-1033,"Il trionfo dell'onore (""The Triumph of Honour"") is an operatic 'commedia' in three acts by the Italian composer Alessandro Scarlatti, with a libretto by . It was first performed at the Teatro dei Fiorentini, Naples on 26 November 1718.Pietro Alessandro Gaspare Scarlatti (2 May 1660 â€“ 22 October 1725) was an Italian Baroque composer, especially famous for his operas and chamber cantatas.","An operatic commedia in three acts that is by an Italian Baroque composer who was famous for operas and chamber cantatas, was first performed where?",Teatro dei Fiorentini,PASS,halueval," At the Teatro dei Fiorentini, Naples.","[{'content': 'Il trionfo dell\'onore (""The Triumph of Honour"") is an operatic \'commedia\' in three acts by the Italian composer Alessandro Scarlatti, with a libretto by . It was first performed at the Teatro dei Fiorentini, Naples on 26 November 1718.Pietro Alessandro Gaspare Scarlatti (2 May 1660 â€“ 22 October 1725) was an Italian Baroque composer, especially famous for his operas and chamber cantatas.', 'score': 3.18359375, 'rank': 1, 'document_id': 'be35d76f-acac-40bb-ac70-99493b802ed7', 'passage_id': 0}]"
4934,halueval-1034,The American Hairless Terrier is a rare breed of dog that was derived as a variant of Rat Terrier.The Shiloh Shepherd is a new dog breed that is still under development.,"What is a rare breed of dog that was derived as a variant of Rat Terrier, Shiloh Shepherd dog or American Hairless Terrier ?",American Hairless Terrier,PASS,halueval, American Hairless Terrier,"[{'content': 'The American Hairless Terrier is a rare breed of dog that was derived as a variant of Rat Terrier.The Shiloh Shepherd is a new dog breed that is still under development.', 'score': 2.822265625, 'rank': 1, 'document_id': '99dd06a0-d10a-4aad-98cf-6b468fbee340', 'passage_id': 0}]"
4936,halueval-1036,"Sierra de Guadarrama National Park (in Spanish: ""Parque Nacional de la Sierra de Guadarrama"") is a national park in Spain, covering nearly 34,000 hectares, the fifth largest in Spain's national parks system.Teide National Park (Spanish: ""Parque nacional del Teide"" , ] ) is a national park located in Tenerife (Canary Islands, Spain).",Are Guadarrama National Park and Teide National Park both in the Spanish mainland?,no,PASS,halueval," No, Sierra de Guadarrama National Park is not on the Spanish mainland. It's located in the central part of the Iberian Peninsula, while Teide National Park is in Tenerife, one of the Canary Islands.","[{'content': 'Sierra de Guadarrama National Park (in Spanish: ""Parque Nacional de la Sierra de Guadarrama"") is a national park in Spain, covering nearly 34,000 hectares, the fifth largest in Spain\'s national parks system.Teide National Park (Spanish: ""Parque nacional del Teide"" , ] ) is a national park located in Tenerife (Canary Islands, Spain).', 'score': 3.1171875, 'rank': 1, 'document_id': '36f2b5e9-365c-40ec-bb05-5cae63cad2be', 'passage_id': 0}]"
4937,halueval-1037,"Catfish is a 2010 American documentary film directed by Henry Joost and Ariel Schulman, involving a young man, Nev, being filmed by his brother and friend, co-directors Ariel and Henry, as he builds a romantic relationship with a young woman on the social networking website Facebook.Yaniv ""Nev"" Schulman (born September 26, 1984) is an American producer, actor, photographer, and TV host.",When was the man who was filmed by his brother and friend as he built a romantic relationship on Facebook born?,"September 26, 1984",PASS,halueval," Nev Schulman was born on September 26, 1984.","[{'content': 'Catfish is a 2010 American documentary film directed by Henry Joost and Ariel Schulman, involving a young man, Nev, being filmed by his brother and friend, co-directors Ariel and Henry, as he builds a romantic relationship with a young woman on the social networking website Facebook.Yaniv ""Nev"" Schulman (born September 26, 1984) is an American producer, actor, photographer, and TV host.', 'score': 10.515625, 'rank': 1, 'document_id': 'cfb95c19-b19f-411c-9449-015ccbd7ac21', 'passage_id': 0}]"
4938,halueval-1038,"The Great Santini is a 1979 American drama film written and directed by Lewis John Carlino, based on the 1976 novel of the same name by Pat Conroy.A tragic hero is the protagonist of a tragedy in drama.",What genre does both the tragic hero as a protagonist and the film The Great Santini fall into?,drama,PASS,halueval, Drama,"[{'content': 'The Great Santini is a 1979 American drama film written and directed by Lewis John Carlino, based on the 1976 novel of the same name by Pat Conroy.A tragic hero is the protagonist of a tragedy in drama.', 'score': 2.443359375, 'rank': 1, 'document_id': '69d623b3-a1ed-459f-a88a-5d6c2a6a451e', 'passage_id': 0}]"
4939,halueval-1039,"Endem TV Tower is a TV tower in BeylikdÃ¼zÃ¼, Istanbul, Turkey. It was built between 1998 and 2002, and has a now closed revolving restaurant 154 m above ground, as well as an observation deck at 160 m . The total height of the tower si 257 m including the antenna.The CaÄŸaloÄŸlu Hamam, finished in 1741, is the last hamam to be built in the Ottoman Empire. It was constructed in Istanbul EminÃ¶nÃ¼, in Alemdar, on Hilal-i Ahmer street as a public hamam to raise revenue for the library of Sultan Mahmud I, previously situated inside the mosque of Ayasofya. It is the last example of its kind to be built in Istanbul and is still operational today.","What city features Endem TV Tower, a 257 m tall tower which once included a revolving restaurant 154 m above ground as well as CaÄŸaloÄŸlu Hamam, the last of its kind public hamam built in 1741 to raise revenue by a library.","Istanbul, Turkey",PASS,halueval," Istanbul, Turkey","[{'content': 'Endem TV Tower is a TV tower in BeylikdÃ¼zÃ¼, Istanbul, Turkey. It was built between 1998 and 2002, and has a now closed revolving restaurant 154 m above ground, as well as an observation deck at 160 m . The total height of the tower si 257 m including the antenna.The CaÄŸaloÄŸlu Hamam, finished in 1741, is the last hamam to be built in the Ottoman Empire. It was constructed in Istanbul EminÃ¶nÃ¼, in Alemdar, on Hilal-i Ahmer street as a public hamam to raise revenue for the library of Sultan Mahmud I, previously situated inside the mosque of Ayasofya. It is the last example of its kind to be built in Istanbul and is still operational today.', 'score': 3.15625, 'rank': 1, 'document_id': 'e71adb49-09a8-40fb-87f1-aa6e36369b0b', 'passage_id': 0}]"
4943,halueval-1043,"The Borrowers is a Hallmark Hall of Fame TV special first broadcast in 1973 on NBC.Tammy Lee Grimes (January 30, 1934 â€“ October 30, 2016) was an American actress and singer.",Tammy Lee Grimes was an American actress and singer who starred in a Hallmark Hall of Fame TV special first broadcast in 1973 on NBC called what?,The Borrowers,PASS,halueval, The Borrowers,"[{'content': 'The Borrowers is a Hallmark Hall of Fame TV special first broadcast in 1973 on NBC.Tammy Lee Grimes (January 30, 1934 â€“ October 30, 2016) was an American actress and singer.', 'score': 7.39453125, 'rank': 1, 'document_id': '62351f3f-255d-4110-8f6c-1a76fb465943', 'passage_id': 0}]"
4946,halueval-1046,"Florence MacLeod Harper was a Canadian journalist sent by U.S. newspaper ""Frank Leslie's Illustrated Newspaper"" as a staff reporter with an assignment to cover World War I on the Eastern front.Frank Leslie's Illustrated Newspaper, later renamed Leslie's Weekly, was an American illustrated literary and news magazine founded in 1855 and published until 1922.",Florence MacLeod Harper covered World War I on the eastern front for a newspaper that was was founded in what year?,1855,PASS,halueval,1855,"[{'content': 'Florence MacLeod Harper was a Canadian journalist sent by U.S. newspaper ""Frank Leslie\'s Illustrated Newspaper"" as a staff reporter with an assignment to cover World War I on the Eastern front.Frank Leslie\'s Illustrated Newspaper, later renamed Leslie\'s Weekly, was an American illustrated literary and news magazine founded in 1855 and published until 1922.', 'score': 3.310546875, 'rank': 1, 'document_id': '20e79bdd-0cb8-4736-8eef-124db60fdd96', 'passage_id': 0}]"
4949,halueval-1049," He developed some of the first flying machines and is credited with the first successful flight of a powered aircraft of any sort, a powered model plane, in 1857, and is sometimes credited with the first manned powered flight in history onboard his Monoplane in 1874,Early flying machines include all forms of aircraft studied or constructed before the development of the modern aeroplane by 1910.",What is the connection between FÃ©lix du Temple de la Croix and Early flying machines?,aircraft of any sort,PASS,halueval, Félix du Temple de la Croix was an early pioneer in the development of flying machines.,"[{'content': 'He developed some of the first flying machines and is credited with the first successful flight of a powered aircraft of any sort, a powered model plane, in 1857, and is sometimes credited with the first manned powered flight in history onboard his Monoplane in 1874,Early flying machines include all forms of aircraft studied or constructed before the development of the modern aeroplane by 1910.', 'score': 5.9765625, 'rank': 1, 'document_id': 'a7399ae8-02c6-4f0d-806e-ececad794b80', 'passage_id': 0}]"
